id,x,y,deg
090_0,s0,s0,s280.85833190067314
090_1,s0.908764023,s-0.186636811,s100.64848887565644
090_2,s1.077778438,s0,s280.85833190067314
090_3,s1.986542461,s-0.186636811,s100.64848887565644
090_4,s2.155556876,s0,s280.85833190067314
090_5,s3.064320899,s-0.186636811,s100.64848887565644
090_6,s3.233335314,s0,s280.85833190067314
090_7,s4.142099337,s-0.186636811,s100.64848887565644
090_8,s4.311113753,s0,s280.85833190067314
090_9,s5.219877776,s-0.186636811,s100.64848887565644
090_10,s0,s0.600231362,s280.85833190067314
090_11,s0.908764023,s0.413594551,s100.64848887565644
090_12,s1.077778438,s0.600231362,s280.85833190067314
090_13,s1.986542461,s0.413594551,s100.64848887565644
090_14,s2.155556876,s0.600231362,s280.85833190067314
090_15,s3.064320899,s0.413594551,s100.64848887565644
090_16,s3.233335314,s0.600231362,s280.85833190067314
090_17,s4.142099337,s0.413594551,s100.64848887565644
090_18,s4.311113753,s0.600231362,s280.85833190067314
090_19,s5.219877776,s0.413594551,s100.64848887565644
090_20,s0,s1.200462725,s280.85833190067314
090_21,s0.908764023,s1.013825914,s100.64848887565644
090_22,s1.077778438,s1.200462725,s280.85833190067314
090_23,s1.986542461,s1.013825914,s100.64848887565644
090_24,s2.155556876,s1.200462725,s280.85833190067314
090_25,s3.064320899,s1.013825914,s100.64848887565644
090_26,s3.233335314,s1.200462725,s280.85833190067314
090_27,s4.142099337,s1.013825914,s100.64848887565644
090_28,s4.311113753,s1.200462725,s280.85833190067314
090_29,s5.219877776,s1.013825914,s100.64848887565644
090_30,s0,s1.800694087,s280.85833190067314
090_31,s0.908764023,s1.614057276,s100.64848887565644
090_32,s1.077778438,s1.800694087,s280.85833190067314
090_33,s1.986542461,s1.614057276,s100.64848887565644
090_34,s2.155556876,s1.800694087,s280.85833190067314
090_35,s3.064320899,s1.614057276,s100.64848887565644
090_36,s3.233335314,s1.800694087,s280.85833190067314
090_37,s4.142099337,s1.614057276,s100.64848887565644
090_38,s4.311113753,s1.800694087,s280.85833190067314
090_39,s5.219877776,s1.614057276,s100.64848887565644
090_40,s0,s2.40092545,s280.85833190067314
090_41,s0.908764023,s2.214288639,s100.64848887565644
090_42,s1.077778438,s2.40092545,s280.85833190067314
090_43,s1.986542461,s2.214288639,s100.64848887565644
090_44,s2.155556876,s2.40092545,s280.85833190067314
090_45,s3.064320899,s2.214288639,s100.64848887565644
090_46,s3.233335314,s2.40092545,s280.85833190067314
090_47,s4.142099337,s2.214288639,s100.64848887565644
090_48,s4.311113753,s2.40092545,s280.85833190067314
090_49,s5.219877776,s2.214288639,s100.64848887565644
090_50,s0,s3.001156812,s280.85833190067314
090_51,s0.908764023,s2.814520001,s100.64848887565644
090_52,s1.077778438,s3.001156812,s280.85833190067314
090_53,s1.986542461,s2.814520001,s100.64848887565644
090_54,s2.155556876,s3.001156812,s280.85833190067314
090_55,s3.064320899,s2.814520001,s100.64848887565644
090_56,s3.233335314,s3.001156812,s280.85833190067314
090_57,s4.142099337,s2.814520001,s100.64848887565644
090_58,s4.311113753,s3.001156812,s280.85833190067314
090_59,s5.219877776,s2.814520001,s100.64848887565644
090_60,s0,s3.601388175,s280.85833190067314
090_61,s0.908764023,s3.414751363,s100.64848887565644
090_62,s1.077778438,s3.601388175,s280.85833190067314
090_63,s1.986542461,s3.414751363,s100.64848887565644
090_64,s2.155556876,s3.601388175,s280.85833190067314
090_65,s3.064320899,s3.414751363,s100.64848887565644
090_66,s3.233335314,s3.601388175,s280.85833190067314
090_67,s4.142099337,s3.414751363,s100.64848887565644
090_68,s4.311113753,s3.601388175,s280.85833190067314
090_69,s5.219877776,s3.414751363,s100.64848887565644
090_70,s0,s4.201619537,s280.85833190067314
090_71,s0.908764023,s4.014982726,s100.64848887565644
090_72,s1.077778438,s4.201619537,s280.85833190067314
090_73,s1.986542461,s4.014982726,s100.64848887565644
090_74,s2.155556876,s4.201619537,s280.85833190067314
090_75,s3.064320899,s4.014982726,s100.64848887565644
090_76,s3.233335314,s4.201619537,s280.85833190067314
090_77,s4.142099337,s4.014982726,s100.64848887565644
090_78,s4.311113753,s4.201619537,s280.85833190067314
090_79,s5.219877776,s4.014982726,s100.64848887565644
090_80,s0,s4.801850899,s280.85833190067314
090_81,s0.908764023,s4.615214088,s100.64848887565644
090_82,s1.077778438,s4.801850899,s280.85833190067314
090_83,s1.986542461,s4.615214088,s100.64848887565644
090_84,s2.155556876,s4.801850899,s280.85833190067314
090_85,s3.064320899,s4.615214088,s100.64848887565644
090_86,s3.233335314,s4.801850899,s280.85833190067314
090_87,s4.142099337,s4.615214088,s100.64848887565644
090_88,s4.311113753,s4.801850899,s280.85833190067314
090_89,s5.219877776,s4.615214088,s100.64848887565644
