id,x,y,deg
096_0,s0,s0,s257.13282444926153
096_1,s0.777103494,s0.228549459,s77.21477680229039
096_2,s0.930467944,s0,s257.13282444926153
096_3,s1.707571438,s0.228549459,s77.21477680229039
096_4,s1.860935888,s0,s257.13282444926153
096_5,s2.638039383,s0.228549459,s77.21477680229039
096_6,s2.791403832,s0,s257.13282444926153
096_7,s3.568507327,s0.228549459,s77.21477680229039
096_8,s3.721871777,s0,s257.13282444926153
096_9,s4.498975271,s0.228549459,s77.21477680229039
096_10,s4.652339721,s0,s257.13282444926153
096_11,s5.429443215,s0.228549459,s77.21477680229039
096_12,s0,s0.704924592,s257.13282444926153
096_13,s0.777103494,s0.933474052,s77.21477680229039
096_14,s0.930467944,s0.704924592,s257.13282444926153
096_15,s1.707571438,s0.933474052,s77.21477680229039
096_16,s1.860935888,s0.704924592,s257.13282444926153
096_17,s2.638039383,s0.933474052,s77.21477680229039
096_18,s2.791403832,s0.704924592,s257.13282444926153
096_19,s3.568507327,s0.933474052,s77.21477680229039
096_20,s3.721871777,s0.704924592,s257.13282444926153
096_21,s4.498975271,s0.933474052,s77.21477680229039
096_22,s4.652339721,s0.704924592,s257.13282444926153
096_23,s5.429443215,s0.933474052,s77.21477680229039
096_24,s0,s1.409849185,s257.13282444926153
096_25,s0.777103494,s1.638398644,s77.21477680229039
096_26,s0.930467944,s1.409849185,s257.13282444926153
096_27,s1.707571438,s1.638398644,s77.21477680229039
096_28,s1.860935888,s1.409849185,s257.13282444926153
096_29,s2.638039383,s1.638398644,s77.21477680229039
096_30,s2.791403832,s1.409849185,s257.13282444926153
096_31,s3.568507327,s1.638398644,s77.21477680229039
096_32,s3.721871777,s1.409849185,s257.13282444926153
096_33,s4.498975271,s1.638398644,s77.21477680229039
096_34,s4.652339721,s1.409849185,s257.13282444926153
096_35,s5.429443215,s1.638398644,s77.21477680229039
096_36,s0,s2.114773777,s257.13282444926153
096_37,s0.777103494,s2.343323236,s77.21477680229039
096_38,s0.930467944,s2.114773777,s257.13282444926153
096_39,s1.707571438,s2.343323236,s77.21477680229039
096_40,s1.860935888,s2.114773777,s257.13282444926153
096_41,s2.638039383,s2.343323236,s77.21477680229039
096_42,s2.791403832,s2.114773777,s257.13282444926153
096_43,s3.568507327,s2.343323236,s77.21477680229039
096_44,s3.721871777,s2.114773777,s257.13282444926153
096_45,s4.498975271,s2.343323236,s77.21477680229039
096_46,s4.652339721,s2.114773777,s257.13282444926153
096_47,s5.429443215,s2.343323236,s77.21477680229039
096_48,s0,s2.81969837,s257.13282444926153
096_49,s0.777103494,s3.048247829,s77.21477680229039
096_50,s0.930467944,s2.81969837,s257.13282444926153
096_51,s1.707571438,s3.048247829,s77.21477680229039
096_52,s1.860935888,s2.81969837,s257.13282444926153
096_53,s2.638039383,s3.048247829,s77.21477680229039
096_54,s2.791403832,s2.81969837,s257.13282444926153
096_55,s3.568507327,s3.048247829,s77.21477680229039
096_56,s3.721871777,s2.81969837,s257.13282444926153
096_57,s4.498975271,s3.048247829,s77.21477680229039
096_58,s4.652339721,s2.81969837,s257.13282444926153
096_59,s5.429443215,s3.048247829,s77.21477680229039
096_60,s0,s3.524622962,s257.13282444926153
096_61,s0.777103494,s3.753172421,s77.21477680229039
096_62,s0.930467944,s3.524622962,s257.13282444926153
096_63,s1.707571438,s3.753172421,s77.21477680229039
096_64,s1.860935888,s3.524622962,s257.13282444926153
096_65,s2.638039383,s3.753172421,s77.21477680229039
096_66,s2.791403832,s3.524622962,s257.13282444926153
096_67,s3.568507327,s3.753172421,s77.21477680229039
096_68,s3.721871777,s3.524622962,s257.13282444926153
096_69,s4.498975271,s3.753172421,s77.21477680229039
096_70,s4.652339721,s3.524622962,s257.13282444926153
096_71,s5.429443215,s3.753172421,s77.21477680229039
096_72,s0,s4.229547554,s257.13282444926153
096_73,s0.777103494,s4.458097014,s77.21477680229039
096_74,s0.930467944,s4.229547554,s257.13282444926153
096_75,s1.707571438,s4.458097014,s77.21477680229039
096_76,s1.860935888,s4.229547554,s257.13282444926153
096_77,s2.638039383,s4.458097014,s77.21477680229039
096_78,s2.791403832,s4.229547554,s257.13282444926153
096_79,s3.568507327,s4.458097014,s77.21477680229039
096_80,s3.721871777,s4.229547554,s257.13282444926153
096_81,s4.498975271,s4.458097014,s77.21477680229039
096_82,s4.652339721,s4.229547554,s257.13282444926153
096_83,s5.429443215,s4.458097014,s77.21477680229039
096_84,s0,s4.934472147,s257.13282444926153
096_85,s0.777103494,s5.163021606,s77.21477680229039
096_86,s0.930467944,s4.934472147,s257.13282444926153
096_87,s1.707571438,s5.163021606,s77.21477680229039
096_88,s1.860935888,s4.934472147,s257.13282444926153
096_89,s2.638039383,s5.163021606,s77.21477680229039
096_90,s2.791403832,s4.934472147,s257.13282444926153
096_91,s3.568507327,s5.163021606,s77.21477680229039
096_92,s3.721871777,s4.934472147,s257.13282444926153
096_93,s4.498975271,s5.163021606,s77.21477680229039
096_94,s4.652339721,s4.934472147,s257.13282444926153
096_95,s5.429443215,s5.163021606,s77.21477680229039
