id,x,y,deg
050_0,s0,s0,s255.09678941922658
050_1,s0.581811235,s0.279956805,s74.91294257314593
050_2,s0.829033565,s0,s255.09678941922658
050_3,s1.4108448,s0.279956805,s74.91294257314593
050_4,s1.658067131,s0,s255.09678941922658
050_5,s2.239878365,s0.279956805,s74.91294257314593
050_6,s2.487100696,s0,s255.09678941922658
050_7,s3.068911931,s0.279956805,s74.91294257314593
050_8,s3.316134261,s0,s255.09678941922658
050_9,s3.897945496,s0.279956805,s74.91294257314593
050_10,s0,s0.842107793,s255.09678941922658
050_11,s0.581811235,s1.122064599,s74.91294257314593
050_12,s0.829033565,s0.842107793,s255.09678941922658
050_13,s1.4108448,s1.122064599,s74.91294257314593
050_14,s1.658067131,s0.842107793,s255.09678941922658
050_15,s2.239878365,s1.122064599,s74.91294257314593
050_16,s2.487100696,s0.842107793,s255.09678941922658
050_17,s3.068911931,s1.122064599,s74.91294257314593
050_18,s3.316134261,s0.842107793,s255.09678941922658
050_19,s3.897945496,s1.122064599,s74.91294257314593
050_20,s0,s1.684215586,s255.09678941922658
050_21,s0.581811235,s1.964172392,s74.91294257314593
050_22,s0.829033565,s1.684215586,s255.09678941922658
050_23,s1.4108448,s1.964172392,s74.91294257314593
050_24,s1.658067131,s1.684215586,s255.09678941922658
050_25,s2.239878365,s1.964172392,s74.91294257314593
050_26,s2.487100696,s1.684215586,s255.09678941922658
050_27,s3.068911931,s1.964172392,s74.91294257314593
050_28,s3.316134261,s1.684215586,s255.09678941922658
050_29,s3.897945496,s1.964172392,s74.91294257314593
050_30,s0,s2.52632338,s255.09678941922658
050_31,s0.581811235,s2.806280185,s74.91294257314593
050_32,s0.829033565,s2.52632338,s255.09678941922658
050_33,s1.4108448,s2.806280185,s74.91294257314593
050_34,s1.658067131,s2.52632338,s255.09678941922658
050_35,s2.239878365,s2.806280185,s74.91294257314593
050_36,s2.487100696,s2.52632338,s255.09678941922658
050_37,s3.068911931,s2.806280185,s74.91294257314593
050_38,s3.316134261,s2.52632338,s255.09678941922658
050_39,s3.897945496,s2.806280185,s74.91294257314593
050_40,s0,s3.368431173,s255.09678941922658
050_41,s0.581811235,s3.648387978,s74.91294257314593
050_42,s0.829033565,s3.368431173,s255.09678941922658
050_43,s1.4108448,s3.648387978,s74.91294257314593
050_44,s1.658067131,s3.368431173,s255.09678941922658
050_45,s2.239878365,s3.648387978,s74.91294257314593
050_46,s2.487100696,s3.368431173,s255.09678941922658
050_47,s3.068911931,s3.648387978,s74.91294257314593
050_48,s3.316134261,s3.368431173,s255.09678941922658
050_49,s3.897945496,s3.648387978,s74.91294257314593
