id,x,y,deg
168_0,s0,s0,s280.2729728915096
168_1,s0.877297599,s0.413389915,s100.31783295409959
168_2,s1.066573854,s0,s280.2729728915096
168_3,s1.943871453,s0.413389915,s100.31783295409959
168_4,s2.133147707,s0,s280.2729728915096
168_5,s3.010445306,s0.413389915,s100.31783295409959
168_6,s3.199721561,s0,s280.2729728915096
168_7,s4.07701916,s0.413389915,s100.31783295409959
168_8,s4.266295415,s0,s280.2729728915096
168_9,s5.143593014,s0.413389915,s100.31783295409959
168_10,s5.332869269,s0,s280.2729728915096
168_11,s6.210166868,s0.413389915,s100.31783295409959
168_12,s6.399443122,s0,s280.2729728915096
168_13,s7.276740721,s0.413389915,s100.31783295409959
168_14,s0,s0.604466966,s280.2729728915096
168_15,s0.877297599,s1.017856881,s100.31783295409959
168_16,s1.066573854,s0.604466966,s280.2729728915096
168_17,s1.943871453,s1.017856881,s100.31783295409959
168_18,s2.133147707,s0.604466966,s280.2729728915096
168_19,s3.010445306,s1.017856881,s100.31783295409959
168_20,s3.199721561,s0.604466966,s280.2729728915096
168_21,s4.07701916,s1.017856881,s100.31783295409959
168_22,s4.266295415,s0.604466966,s280.2729728915096
168_23,s5.143593014,s1.017856881,s100.31783295409959
168_24,s5.332869269,s0.604466966,s280.2729728915096
168_25,s6.210166868,s1.017856881,s100.31783295409959
168_26,s6.399443122,s0.604466966,s280.2729728915096
168_27,s7.276740721,s1.017856881,s100.31783295409959
168_28,s0,s1.208933932,s280.2729728915096
168_29,s0.877297599,s1.622323847,s100.31783295409959
168_30,s1.066573854,s1.208933932,s280.2729728915096
168_31,s1.943871453,s1.622323847,s100.31783295409959
168_32,s2.133147707,s1.208933932,s280.2729728915096
168_33,s3.010445306,s1.622323847,s100.31783295409959
168_34,s3.199721561,s1.208933932,s280.2729728915096
168_35,s4.07701916,s1.622323847,s100.31783295409959
168_36,s4.266295415,s1.208933932,s280.2729728915096
168_37,s5.143593014,s1.622323847,s100.31783295409959
168_38,s5.332869269,s1.208933932,s280.2729728915096
168_39,s6.210166868,s1.622323847,s100.31783295409959
168_40,s6.399443122,s1.208933932,s280.2729728915096
168_41,s7.276740721,s1.622323847,s100.31783295409959
168_42,s0,s1.813400898,s280.2729728915096
168_43,s0.877297599,s2.226790813,s100.31783295409959
168_44,s1.066573854,s1.813400898,s280.2729728915096
168_45,s1.943871453,s2.226790813,s100.31783295409959
168_46,s2.133147707,s1.813400898,s280.2729728915096
168_47,s3.010445306,s2.226790813,s100.31783295409959
168_48,s3.199721561,s1.813400898,s280.2729728915096
168_49,s4.07701916,s2.226790813,s100.31783295409959
168_50,s4.266295415,s1.813400898,s280.2729728915096
168_51,s5.143593014,s2.226790813,s100.31783295409959
168_52,s5.332869269,s1.813400898,s280.2729728915096
168_53,s6.210166868,s2.226790813,s100.31783295409959
168_54,s6.399443122,s1.813400898,s280.2729728915096
168_55,s7.276740721,s2.226790813,s100.31783295409959
168_56,s0,s2.417867864,s280.2729728915096
168_57,s0.877297599,s2.831257779,s100.31783295409959
168_58,s1.066573854,s2.417867864,s280.2729728915096
168_59,s1.943871453,s2.831257779,s100.31783295409959
168_60,s2.133147707,s2.417867864,s280.2729728915096
168_61,s3.010445306,s2.831257779,s100.31783295409959
168_62,s3.199721561,s2.417867864,s280.2729728915096
168_63,s4.07701916,s2.831257779,s100.31783295409959
168_64,s4.266295415,s2.417867864,s280.2729728915096
168_65,s5.143593014,s2.831257779,s100.31783295409959
168_66,s5.332869269,s2.417867864,s280.2729728915096
168_67,s6.210166868,s2.831257779,s100.31783295409959
168_68,s6.399443122,s2.417867864,s280.2729728915096
168_69,s7.276740721,s2.831257779,s100.31783295409959
168_70,s0,s3.02233483,s280.2729728915096
168_71,s0.877297599,s3.435724745,s100.31783295409959
168_72,s1.066573854,s3.02233483,s280.2729728915096
168_73,s1.943871453,s3.435724745,s100.31783295409959
168_74,s2.133147707,s3.02233483,s280.2729728915096
168_75,s3.010445306,s3.435724745,s100.31783295409959
168_76,s3.199721561,s3.02233483,s280.2729728915096
168_77,s4.07701916,s3.435724745,s100.31783295409959
168_78,s4.266295415,s3.02233483,s280.2729728915096
168_79,s5.143593014,s3.435724745,s100.31783295409959
168_80,s5.332869269,s3.02233483,s280.2729728915096
168_81,s6.210166868,s3.435724745,s100.31783295409959
168_82,s6.399443122,s3.02233483,s280.2729728915096
168_83,s7.276740721,s3.435724745,s100.31783295409959
168_84,s0,s3.626801796,s280.2729728915096
168_85,s0.877297599,s4.040191711,s100.31783295409959
168_86,s1.066573854,s3.626801796,s280.2729728915096
168_87,s1.943871453,s4.040191711,s100.31783295409959
168_88,s2.133147707,s3.626801796,s280.2729728915096
168_89,s3.010445306,s4.040191711,s100.31783295409959
168_90,s3.199721561,s3.626801796,s280.2729728915096
168_91,s4.07701916,s4.040191711,s100.31783295409959
168_92,s4.266295415,s3.626801796,s280.2729728915096
168_93,s5.143593014,s4.040191711,s100.31783295409959
168_94,s5.332869269,s3.626801796,s280.2729728915096
