id,x,y,deg
100_0,s0,s0,s291.8640905392497
100_1,s0.916478393,s0.603697413,s111.6838530157435
100_2,s1.167222725,s0,s291.8640905392497
100_3,s2.083701118,s0.603697413,s111.6838530157435
100_4,s2.33444545,s0,s291.8640905392497
100_5,s3.250923843,s0.603697413,s111.6838530157435
100_6,s3.501668175,s0,s291.8640905392497
100_7,s4.418146568,s0.603697413,s111.6838530157435
100_8,s4.6688909,s0,s291.8640905392497
100_9,s5.585369293,s0.603697413,s111.6838530157435
100_10,s0,s0.540385961,s291.8640905392497
100_11,s0.916478393,s1.144083374,s111.6838530157435
100_12,s1.167222725,s0.540385961,s291.8640905392497
100_13,s2.083701118,s1.144083374,s111.6838530157435
100_14,s2.33444545,s0.540385961,s291.8640905392497
100_15,s3.250923843,s1.144083374,s111.6838530157435
100_16,s3.501668175,s0.540385961,s291.8640905392497
100_17,s4.418146568,s1.144083374,s111.6838530157435
100_18,s4.6688909,s0.540385961,s291.8640905392497
100_19,s5.585369293,s1.144083374,s111.6838530157435
100_20,s0,s1.080771923,s291.8640905392497
100_21,s0.916478393,s1.684469335,s111.6838530157435
100_22,s1.167222725,s1.080771923,s291.8640905392497
100_23,s2.083701118,s1.684469335,s111.6838530157435
100_24,s2.33444545,s1.080771923,s291.8640905392497
100_25,s3.250923843,s1.684469335,s111.6838530157435
100_26,s3.501668175,s1.080771923,s291.8640905392497
100_27,s4.418146568,s1.684469335,s111.6838530157435
100_28,s4.6688909,s1.080771923,s291.8640905392497
100_29,s5.585369293,s1.684469335,s111.6838530157435
100_30,s0,s1.621157884,s291.8640905392497
100_31,s0.916478393,s2.224855297,s111.6838530157435
100_32,s1.167222725,s1.621157884,s291.8640905392497
100_33,s2.083701118,s2.224855297,s111.6838530157435
100_34,s2.33444545,s1.621157884,s291.8640905392497
100_35,s3.250923843,s2.224855297,s111.6838530157435
100_36,s3.501668175,s1.621157884,s291.8640905392497
100_37,s4.418146568,s2.224855297,s111.6838530157435
100_38,s4.6688909,s1.621157884,s291.8640905392497
100_39,s5.585369293,s2.224855297,s111.6838530157435
100_40,s0,s2.161543845,s291.8640905392497
100_41,s0.916478393,s2.765241258,s111.6838530157435
100_42,s1.167222725,s2.161543845,s291.8640905392497
100_43,s2.083701118,s2.765241258,s111.6838530157435
100_44,s2.33444545,s2.161543845,s291.8640905392497
100_45,s3.250923843,s2.765241258,s111.6838530157435
100_46,s3.501668175,s2.161543845,s291.8640905392497
100_47,s4.418146568,s2.765241258,s111.6838530157435
100_48,s4.6688909,s2.161543845,s291.8640905392497
100_49,s5.585369293,s2.765241258,s111.6838530157435
100_50,s0,s2.701929807,s291.8640905392497
100_51,s0.916478393,s3.30562722,s111.6838530157435
100_52,s1.167222725,s2.701929807,s291.8640905392497
100_53,s2.083701118,s3.30562722,s111.6838530157435
100_54,s2.33444545,s2.701929807,s291.8640905392497
100_55,s3.250923843,s3.30562722,s111.6838530157435
100_56,s3.501668175,s2.701929807,s291.8640905392497
100_57,s4.418146568,s3.30562722,s111.6838530157435
100_58,s4.6688909,s2.701929807,s291.8640905392497
100_59,s5.585369293,s3.30562722,s111.6838530157435
100_60,s0,s3.242315768,s291.8640905392497
100_61,s0.916478393,s3.846013181,s111.6838530157435
100_62,s1.167222725,s3.242315768,s291.8640905392497
100_63,s2.083701118,s3.846013181,s111.6838530157435
100_64,s2.33444545,s3.242315768,s291.8640905392497
100_65,s3.250923843,s3.846013181,s111.6838530157435
100_66,s3.501668175,s3.242315768,s291.8640905392497
100_67,s4.418146568,s3.846013181,s111.6838530157435
100_68,s4.6688909,s3.242315768,s291.8640905392497
100_69,s5.585369293,s3.846013181,s111.6838530157435
100_70,s0,s3.782701729,s291.8640905392497
100_71,s0.916478393,s4.386399142,s111.6838530157435
100_72,s1.167222725,s3.782701729,s291.8640905392497
100_73,s2.083701118,s4.386399142,s111.6838530157435
100_74,s2.33444545,s3.782701729,s291.8640905392497
100_75,s3.250923843,s4.386399142,s111.6838530157435
100_76,s3.501668175,s3.782701729,s291.8640905392497
100_77,s4.418146568,s4.386399142,s111.6838530157435
100_78,s4.6688909,s3.782701729,s291.8640905392497
100_79,s5.585369293,s4.386399142,s111.6838530157435
100_80,s0,s4.323087691,s291.8640905392497
100_81,s0.916478393,s4.926785104,s111.6838530157435
100_82,s1.167222725,s4.323087691,s291.8640905392497
100_83,s2.083701118,s4.926785104,s111.6838530157435
100_84,s2.33444545,s4.323087691,s291.8640905392497
100_85,s3.250923843,s4.926785104,s111.6838530157435
100_86,s3.501668175,s4.323087691,s291.8640905392497
100_87,s4.418146568,s4.926785104,s111.6838530157435
100_88,s4.6688909,s4.323087691,s291.8640905392497
100_89,s5.585369293,s4.926785104,s111.6838530157435
100_90,s0,s4.863473652,s291.8640905392497
100_91,s0.916478393,s5.467171065,s111.6838530157435
100_92,s1.167222725,s4.863473652,s291.8640905392497
100_93,s2.083701118,s5.467171065,s111.6838530157435
100_94,s2.33444545,s4.863473652,s291.8640905392497
100_95,s3.250923843,s5.467171065,s111.6838530157435
100_96,s3.501668175,s4.863473652,s291.8640905392497
100_97,s4.418146568,s5.467171065,s111.6838530157435
100_98,s4.6688909,s4.863473652,s291.8640905392497
100_99,s5.585369293,s5.467171065,s111.6838530157435
