id,x,y,deg
084_0,s0,s0,s284.804933994514
084_1,s0.743155458,s0.509113852,s104.82614111834171
084_2,s0.889957859,s0,s284.804933994514
084_3,s1.633113316,s0.509113852,s104.82614111834171
084_4,s1.779915717,s0,s284.804933994514
084_5,s2.523071175,s0.509113852,s104.82614111834171
084_6,s2.669873576,s0,s284.804933994514
084_7,s3.413029034,s0.509113852,s104.82614111834171
084_8,s3.559831434,s0,s284.804933994514
084_9,s4.302986892,s0.509113852,s104.82614111834171
084_10,s4.449789293,s0,s284.804933994514
084_11,s5.192944751,s0.509113852,s104.82614111834171
084_12,s0,s0.740209698,s284.804933994514
084_13,s0.743155458,s1.24932355,s104.82614111834171
084_14,s0.889957859,s0.740209698,s284.804933994514
084_15,s1.633113316,s1.24932355,s104.82614111834171
084_16,s1.779915717,s0.740209698,s284.804933994514
084_17,s2.523071175,s1.24932355,s104.82614111834171
084_18,s2.669873576,s0.740209698,s284.804933994514
084_19,s3.413029034,s1.24932355,s104.82614111834171
084_20,s3.559831434,s0.740209698,s284.804933994514
084_21,s4.302986892,s1.24932355,s104.82614111834171
084_22,s4.449789293,s0.740209698,s284.804933994514
084_23,s5.192944751,s1.24932355,s104.82614111834171
084_24,s0,s1.480419396,s284.804933994514
084_25,s0.743155458,s1.989533248,s104.82614111834171
084_26,s0.889957859,s1.480419396,s284.804933994514
084_27,s1.633113316,s1.989533248,s104.82614111834171
084_28,s1.779915717,s1.480419396,s284.804933994514
084_29,s2.523071175,s1.989533248,s104.82614111834171
084_30,s2.669873576,s1.480419396,s284.804933994514
084_31,s3.413029034,s1.989533248,s104.82614111834171
084_32,s3.559831434,s1.480419396,s284.804933994514
084_33,s4.302986892,s1.989533248,s104.82614111834171
084_34,s4.449789293,s1.480419396,s284.804933994514
084_35,s5.192944751,s1.989533248,s104.82614111834171
084_36,s0,s2.220629094,s284.804933994514
084_37,s0.743155458,s2.729742946,s104.82614111834171
084_38,s0.889957859,s2.220629094,s284.804933994514
084_39,s1.633113316,s2.729742946,s104.82614111834171
084_40,s1.779915717,s2.220629094,s284.804933994514
084_41,s2.523071175,s2.729742946,s104.82614111834171
084_42,s2.669873576,s2.220629094,s284.804933994514
084_43,s3.413029034,s2.729742946,s104.82614111834171
084_44,s3.559831434,s2.220629094,s284.804933994514
084_45,s4.302986892,s2.729742946,s104.82614111834171
084_46,s4.449789293,s2.220629094,s284.804933994514
084_47,s5.192944751,s2.729742946,s104.82614111834171
084_48,s0,s2.960838792,s284.804933994514
084_49,s0.743155458,s3.469952644,s104.82614111834171
084_50,s0.889957859,s2.960838792,s284.804933994514
084_51,s1.633113316,s3.469952644,s104.82614111834171
084_52,s1.779915717,s2.960838792,s284.804933994514
084_53,s2.523071175,s3.469952644,s104.82614111834171
084_54,s2.669873576,s2.960838792,s284.804933994514
084_55,s3.413029034,s3.469952644,s104.82614111834171
084_56,s3.559831434,s2.960838792,s284.804933994514
084_57,s4.302986892,s3.469952644,s104.82614111834171
084_58,s4.449789293,s2.960838792,s284.804933994514
084_59,s5.192944751,s3.469952644,s104.82614111834171
084_60,s0,s3.70104849,s284.804933994514
084_61,s0.743155458,s4.210162342,s104.82614111834171
084_62,s0.889957859,s3.70104849,s284.804933994514
084_63,s1.633113316,s4.210162342,s104.82614111834171
084_64,s1.779915717,s3.70104849,s284.804933994514
084_65,s2.523071175,s4.210162342,s104.82614111834171
084_66,s2.669873576,s3.70104849,s284.804933994514
084_67,s3.413029034,s4.210162342,s104.82614111834171
084_68,s3.559831434,s3.70104849,s284.804933994514
084_69,s4.302986892,s4.210162342,s104.82614111834171
084_70,s4.449789293,s3.70104849,s284.804933994514
084_71,s5.192944751,s4.210162342,s104.82614111834171
084_72,s0,s4.441258188,s284.804933994514
084_73,s0.743155458,s4.95037204,s104.82614111834171
084_74,s0.889957859,s4.441258188,s284.804933994514
084_75,s1.633113316,s4.95037204,s104.82614111834171
084_76,s1.779915717,s4.441258188,s284.804933994514
084_77,s2.523071175,s4.95037204,s104.82614111834171
084_78,s2.669873576,s4.441258188,s284.804933994514
084_79,s3.413029034,s4.95037204,s104.82614111834171
084_80,s3.559831434,s4.441258188,s284.804933994514
084_81,s4.302986892,s4.95037204,s104.82614111834171
084_82,s4.449789293,s4.441258188,s284.804933994514
084_83,s5.192944751,s4.95037204,s104.82614111834171
