id,x,y,deg
072_0,s0,s0,s248.36816494009415
072_1,s0.946173548,s-0.058795859,s68.46870739155305
072_2,s1.207131224,s0,s248.36816494009415
072_3,s2.153304773,s-0.058795859,s68.46870739155305
072_4,s2.414262448,s0,s248.36816494009415
072_5,s3.360435997,s-0.058795859,s68.46870739155305
072_6,s3.621393672,s0,s248.36816494009415
072_7,s4.567567221,s-0.058795859,s68.46870739155305
072_8,s0,s0.539715747,s248.36816494009415
072_9,s0.946173548,s0.480919888,s68.46870739155305
072_10,s1.207131224,s0.539715747,s248.36816494009415
072_11,s2.153304773,s0.480919888,s68.46870739155305
072_12,s2.414262448,s0.539715747,s248.36816494009415
072_13,s3.360435997,s0.480919888,s68.46870739155305
072_14,s3.621393672,s0.539715747,s248.36816494009415
072_15,s4.567567221,s0.480919888,s68.46870739155305
072_16,s0,s1.079431494,s248.36816494009415
072_17,s0.946173548,s1.020635635,s68.46870739155305
072_18,s1.207131224,s1.079431494,s248.36816494009415
072_19,s2.153304773,s1.020635635,s68.46870739155305
072_20,s2.414262448,s1.079431494,s248.36816494009415
072_21,s3.360435997,s1.020635635,s68.46870739155305
072_22,s3.621393672,s1.079431494,s248.36816494009415
072_23,s4.567567221,s1.020635635,s68.46870739155305
072_24,s0,s1.619147241,s248.36816494009415
072_25,s0.946173548,s1.560351382,s68.46870739155305
072_26,s1.207131224,s1.619147241,s248.36816494009415
072_27,s2.153304773,s1.560351382,s68.46870739155305
072_28,s2.414262448,s1.619147241,s248.36816494009415
072_29,s3.360435997,s1.560351382,s68.46870739155305
072_30,s3.621393672,s1.619147241,s248.36816494009415
072_31,s4.567567221,s1.560351382,s68.46870739155305
072_32,s0,s2.158862988,s248.36816494009415
072_33,s0.946173548,s2.100067129,s68.46870739155305
072_34,s1.207131224,s2.158862988,s248.36816494009415
072_35,s2.153304773,s2.100067129,s68.46870739155305
072_36,s2.414262448,s2.158862988,s248.36816494009415
072_37,s3.360435997,s2.100067129,s68.46870739155305
072_38,s3.621393672,s2.158862988,s248.36816494009415
072_39,s4.567567221,s2.100067129,s68.46870739155305
072_40,s0,s2.698578735,s248.36816494009415
072_41,s0.946173548,s2.639782876,s68.46870739155305
072_42,s1.207131224,s2.698578735,s248.36816494009415
072_43,s2.153304773,s2.639782876,s68.46870739155305
072_44,s2.414262448,s2.698578735,s248.36816494009415
072_45,s3.360435997,s2.639782876,s68.46870739155305
072_46,s3.621393672,s2.698578735,s248.36816494009415
072_47,s4.567567221,s2.639782876,s68.46870739155305
072_48,s0,s3.238294482,s248.36816494009415
072_49,s0.946173548,s3.179498623,s68.46870739155305
072_50,s1.207131224,s3.238294482,s248.36816494009415
072_51,s2.153304773,s3.179498623,s68.46870739155305
072_52,s2.414262448,s3.238294482,s248.36816494009415
072_53,s3.360435997,s3.179498623,s68.46870739155305
072_54,s3.621393672,s3.238294482,s248.36816494009415
072_55,s4.567567221,s3.179498623,s68.46870739155305
072_56,s0,s3.778010229,s248.36816494009415
072_57,s0.946173548,s3.71921437,s68.46870739155305
072_58,s1.207131224,s3.778010229,s248.36816494009415
072_59,s2.153304773,s3.71921437,s68.46870739155305
072_60,s2.414262448,s3.778010229,s248.36816494009415
072_61,s3.360435997,s3.71921437,s68.46870739155305
072_62,s3.621393672,s3.778010229,s248.36816494009415
072_63,s4.567567221,s3.71921437,s68.46870739155305
072_64,s0,s4.317725976,s248.36816494009415
072_65,s0.946173548,s4.258930117,s68.46870739155305
072_66,s1.207131224,s4.317725976,s248.36816494009415
072_67,s2.153304773,s4.258930117,s68.46870739155305
072_68,s2.414262448,s4.317725976,s248.36816494009415
072_69,s3.360435997,s4.258930117,s68.46870739155305
072_70,s3.621393672,s4.317725976,s248.36816494009415
072_71,s4.567567221,s4.258930117,s68.46870739155305
