id,x,y,deg
070_0,s0,s0,s293.74623247719785
070_1,s0.511890712,s-0.167150504,s246.30500377200303
070_2,s1.025831465,s0,s293.74623247719785
070_3,s1.537722177,s-0.167150504,s246.30500377200303
070_4,s2.05166293,s0,s293.74623247719785
070_5,s2.563553642,s-0.167150504,s246.30500377200303
070_6,s3.077494394,s0,s293.74623247719785
070_7,s3.589385107,s-0.167150504,s246.30500377200303
070_8,s4.103325859,s0,s293.74623247719785
070_9,s4.615216572,s-0.167150504,s246.30500377200303
070_10,s0,s0.791248096,s293.74623247719785
070_11,s0.511890712,s0.624097592,s246.30500377200303
070_12,s1.025831465,s0.791248096,s293.74623247719785
070_13,s1.537722177,s0.624097592,s246.30500377200303
070_14,s2.05166293,s0.791248096,s293.74623247719785
070_15,s2.563553642,s0.624097592,s246.30500377200303
070_16,s3.077494394,s0.791248096,s293.74623247719785
070_17,s3.589385107,s0.624097592,s246.30500377200303
070_18,s4.103325859,s0.791248096,s293.74623247719785
070_19,s4.615216572,s0.624097592,s246.30500377200303
070_20,s0,s1.582496192,s293.74623247719785
070_21,s0.511890712,s1.415345688,s246.30500377200303
070_22,s1.025831465,s1.582496192,s293.74623247719785
070_23,s1.537722177,s1.415345688,s246.30500377200303
070_24,s2.05166293,s1.582496192,s293.74623247719785
070_25,s2.563553642,s1.415345688,s246.30500377200303
070_26,s3.077494394,s1.582496192,s293.74623247719785
070_27,s3.589385107,s1.415345688,s246.30500377200303
070_28,s4.103325859,s1.582496192,s293.74623247719785
070_29,s4.615216572,s1.415345688,s246.30500377200303
070_30,s0,s2.373744287,s293.74623247719785
070_31,s0.511890712,s2.206593784,s246.30500377200303
070_32,s1.025831465,s2.373744287,s293.74623247719785
070_33,s1.537722177,s2.206593784,s246.30500377200303
070_34,s2.05166293,s2.373744287,s293.74623247719785
070_35,s2.563553642,s2.206593784,s246.30500377200303
070_36,s3.077494394,s2.373744287,s293.74623247719785
070_37,s3.589385107,s2.206593784,s246.30500377200303
070_38,s4.103325859,s2.373744287,s293.74623247719785
070_39,s4.615216572,s2.206593784,s246.30500377200303
070_40,s0,s3.164992383,s293.74623247719785
070_41,s0.511890712,s2.99784188,s246.30500377200303
070_42,s1.025831465,s3.164992383,s293.74623247719785
070_43,s1.537722177,s2.99784188,s246.30500377200303
070_44,s2.05166293,s3.164992383,s293.74623247719785
070_45,s2.563553642,s2.99784188,s246.30500377200303
070_46,s3.077494394,s3.164992383,s293.74623247719785
070_47,s3.589385107,s2.99784188,s246.30500377200303
070_48,s4.103325859,s3.164992383,s293.74623247719785
070_49,s4.615216572,s2.99784188,s246.30500377200303
070_50,s0,s3.956240479,s293.74623247719785
070_51,s0.511890712,s3.789089976,s246.30500377200303
070_52,s1.025831465,s3.956240479,s293.74623247719785
070_53,s1.537722177,s3.789089976,s246.30500377200303
070_54,s2.05166293,s3.956240479,s293.74623247719785
070_55,s2.563553642,s3.789089976,s246.30500377200303
070_56,s3.077494394,s3.956240479,s293.74623247719785
070_57,s3.589385107,s3.789089976,s246.30500377200303
070_58,s4.103325859,s3.956240479,s293.74623247719785
070_59,s4.615216572,s3.789089976,s246.30500377200303
070_60,s0,s4.747488575,s293.74623247719785
070_61,s0.511890712,s4.580338071,s246.30500377200303
070_62,s1.025831465,s4.747488575,s293.74623247719785
070_63,s1.537722177,s4.580338071,s246.30500377200303
070_64,s2.05166293,s4.747488575,s293.74623247719785
070_65,s2.563553642,s4.580338071,s246.30500377200303
070_66,s3.077494394,s4.747488575,s293.74623247719785
070_67,s3.589385107,s4.580338071,s246.30500377200303
070_68,s4.103325859,s4.747488575,s293.74623247719785
070_69,s4.615216572,s4.580338071,s246.30500377200303
