id,x,y,deg
048_0,s0,s0,s281.02807276094615
048_1,s0.885250462,s-0.794249622,s100.78993644693318
048_2,s1.059138929,s0,s281.02807276094615
048_3,s1.944389391,s-0.794249622,s100.78993644693318
048_4,s2.118277858,s0,s281.02807276094615
048_5,s3.00352832,s-0.794249622,s100.78993644693318
048_6,s3.177416787,s0,s281.02807276094615
048_7,s4.062667249,s-0.794249622,s100.78993644693318
048_8,s0,s0.606700316,s281.02807276094615
048_9,s0.885250462,s-0.187549306,s100.78993644693318
048_10,s1.059138929,s0.606700316,s281.02807276094615
048_11,s1.944389391,s-0.187549306,s100.78993644693318
048_12,s2.118277858,s0.606700316,s281.02807276094615
048_13,s3.00352832,s-0.187549306,s100.78993644693318
048_14,s3.177416787,s0.606700316,s281.02807276094615
048_15,s4.062667249,s-0.187549306,s100.78993644693318
048_16,s0,s1.213400632,s281.02807276094615
048_17,s0.885250462,s0.41915101,s100.78993644693318
048_18,s1.059138929,s1.213400632,s281.02807276094615
048_19,s1.944389391,s0.41915101,s100.78993644693318
048_20,s2.118277858,s1.213400632,s281.02807276094615
048_21,s3.00352832,s0.41915101,s100.78993644693318
048_22,s3.177416787,s1.213400632,s281.02807276094615
048_23,s4.062667249,s0.41915101,s100.78993644693318
048_24,s0,s1.820100947,s281.02807276094615
048_25,s0.885250462,s1.025851326,s100.78993644693318
048_26,s1.059138929,s1.820100947,s281.02807276094615
048_27,s1.944389391,s1.025851326,s100.78993644693318
048_28,s2.118277858,s1.820100947,s281.02807276094615
048_29,s3.00352832,s1.025851326,s100.78993644693318
048_30,s3.177416787,s1.820100947,s281.02807276094615
048_31,s4.062667249,s1.025851326,s100.78993644693318
048_32,s0,s2.426801263,s281.02807276094615
048_33,s0.885250462,s1.632551642,s100.78993644693318
048_34,s1.059138929,s2.426801263,s281.02807276094615
048_35,s1.944389391,s1.632551642,s100.78993644693318
048_36,s2.118277858,s2.426801263,s281.02807276094615
048_37,s3.00352832,s1.632551642,s100.78993644693318
048_38,s3.177416787,s2.426801263,s281.02807276094615
048_39,s4.062667249,s1.632551642,s100.78993644693318
048_40,s0,s3.033501579,s281.02807276094615
048_41,s0.885250462,s2.239251957,s100.78993644693318
048_42,s1.059138929,s3.033501579,s281.02807276094615
048_43,s1.944389391,s2.239251957,s100.78993644693318
048_44,s2.118277858,s3.033501579,s281.02807276094615
048_45,s3.00352832,s2.239251957,s100.78993644693318
048_46,s3.177416787,s3.033501579,s281.02807276094615
048_47,s4.062667249,s2.239251957,s100.78993644693318
