id,x,y,deg
132_0,s0,s0,s280.3423732525985
132_1,s0.906107445,s-0.186980695,s100.46844049503505
132_2,s1.090234647,s0,s280.3423732525985
132_3,s1.996342092,s-0.186980695,s100.46844049503505
132_4,s2.180469294,s0,s280.3423732525985
132_5,s3.086576739,s-0.186980695,s100.46844049503505
132_6,s3.270703941,s0,s280.3423732525985
132_7,s4.176811386,s-0.186980695,s100.46844049503505
132_8,s4.360938588,s0,s280.3423732525985
132_9,s5.267046034,s-0.186980695,s100.46844049503505
132_10,s5.451173236,s0,s280.3423732525985
132_11,s6.357280681,s-0.186980695,s100.46844049503505
132_12,s0,s0.602596689,s280.3423732525985
132_13,s0.906107445,s0.415615994,s100.46844049503505
132_14,s1.090234647,s0.602596689,s280.3423732525985
132_15,s1.996342092,s0.415615994,s100.46844049503505
132_16,s2.180469294,s0.602596689,s280.3423732525985
132_17,s3.086576739,s0.415615994,s100.46844049503505
132_18,s3.270703941,s0.602596689,s280.3423732525985
132_19,s4.176811386,s0.415615994,s100.46844049503505
132_20,s4.360938588,s0.602596689,s280.3423732525985
132_21,s5.267046034,s0.415615994,s100.46844049503505
132_22,s5.451173236,s0.602596689,s280.3423732525985
132_23,s6.357280681,s0.415615994,s100.46844049503505
132_24,s0,s1.205193378,s280.3423732525985
132_25,s0.906107445,s1.018212683,s100.46844049503505
132_26,s1.090234647,s1.205193378,s280.3423732525985
132_27,s1.996342092,s1.018212683,s100.46844049503505
132_28,s2.180469294,s1.205193378,s280.3423732525985
132_29,s3.086576739,s1.018212683,s100.46844049503505
132_30,s3.270703941,s1.205193378,s280.3423732525985
132_31,s4.176811386,s1.018212683,s100.46844049503505
132_32,s4.360938588,s1.205193378,s280.3423732525985
132_33,s5.267046034,s1.018212683,s100.46844049503505
132_34,s5.451173236,s1.205193378,s280.3423732525985
132_35,s6.357280681,s1.018212683,s100.46844049503505
132_36,s0,s1.807790067,s280.3423732525985
132_37,s0.906107445,s1.620809373,s100.46844049503505
132_38,s1.090234647,s1.807790067,s280.3423732525985
132_39,s1.996342092,s1.620809373,s100.46844049503505
132_40,s2.180469294,s1.807790067,s280.3423732525985
132_41,s3.086576739,s1.620809373,s100.46844049503505
132_42,s3.270703941,s1.807790067,s280.3423732525985
132_43,s4.176811386,s1.620809373,s100.46844049503505
132_44,s4.360938588,s1.807790067,s280.3423732525985
132_45,s5.267046034,s1.620809373,s100.46844049503505
132_46,s5.451173236,s1.807790067,s280.3423732525985
132_47,s6.357280681,s1.620809373,s100.46844049503505
132_48,s0,s2.410386757,s280.3423732525985
132_49,s0.906107445,s2.223406062,s100.46844049503505
132_50,s1.090234647,s2.410386757,s280.3423732525985
132_51,s1.996342092,s2.223406062,s100.46844049503505
132_52,s2.180469294,s2.410386757,s280.3423732525985
132_53,s3.086576739,s2.223406062,s100.46844049503505
132_54,s3.270703941,s2.410386757,s280.3423732525985
132_55,s4.176811386,s2.223406062,s100.46844049503505
132_56,s4.360938588,s2.410386757,s280.3423732525985
132_57,s5.267046034,s2.223406062,s100.46844049503505
132_58,s5.451173236,s2.410386757,s280.3423732525985
132_59,s6.357280681,s2.223406062,s100.46844049503505
132_60,s0,s3.012983446,s280.3423732525985
132_61,s0.906107445,s2.826002751,s100.46844049503505
132_62,s1.090234647,s3.012983446,s280.3423732525985
132_63,s1.996342092,s2.826002751,s100.46844049503505
132_64,s2.180469294,s3.012983446,s280.3423732525985
132_65,s3.086576739,s2.826002751,s100.46844049503505
132_66,s3.270703941,s3.012983446,s280.3423732525985
132_67,s4.176811386,s2.826002751,s100.46844049503505
132_68,s4.360938588,s3.012983446,s280.3423732525985
