id,x,y,deg
036_0,s0,s0,s293.5664358771023
036_1,s0.897364284,s0.059947289,s113.58714539710142
036_2,s1.143121454,s0,s293.5664358771023
036_3,s2.040485737,s0.059947289,s113.58714539710142
036_4,s2.286242908,s0,s293.5664358771023
036_5,s3.183607191,s0.059947289,s113.58714539710142
036_6,s0,s0.58192125,s293.5664358771023
036_7,s0.897364284,s0.641868539,s113.58714539710142
036_8,s1.143121454,s0.58192125,s293.5664358771023
036_9,s2.040485737,s0.641868539,s113.58714539710142
036_10,s2.286242908,s0.58192125,s293.5664358771023
036_11,s3.183607191,s0.641868539,s113.58714539710142
036_12,s0,s1.163842499,s293.5664358771023
036_13,s0.897364284,s1.223789788,s113.58714539710142
036_14,s1.143121454,s1.163842499,s293.5664358771023
036_15,s2.040485737,s1.223789788,s113.58714539710142
036_16,s2.286242908,s1.163842499,s293.5664358771023
036_17,s3.183607191,s1.223789788,s113.58714539710142
036_18,s0,s1.745763749,s293.5664358771023
036_19,s0.897364284,s1.805711038,s113.58714539710142
036_20,s1.143121454,s1.745763749,s293.5664358771023
036_21,s2.040485737,s1.805711038,s113.58714539710142
036_22,s2.286242908,s1.745763749,s293.5664358771023
036_23,s3.183607191,s1.805711038,s113.58714539710142
036_24,s0,s2.327684999,s293.5664358771023
036_25,s0.897364284,s2.387632288,s113.58714539710142
036_26,s1.143121454,s2.327684999,s293.5664358771023
036_27,s2.040485737,s2.387632288,s113.58714539710142
036_28,s2.286242908,s2.327684999,s293.5664358771023
036_29,s3.183607191,s2.387632288,s113.58714539710142
036_30,s0,s2.909606248,s293.5664358771023
036_31,s0.897364284,s2.969553537,s113.58714539710142
036_32,s1.143121454,s2.909606248,s293.5664358771023
036_33,s2.040485737,s2.969553537,s113.58714539710142
036_34,s2.286242908,s2.909606248,s293.5664358771023
036_35,s3.183607191,s2.969553537,s113.58714539710142
