id,x,y,deg
080_0,s0,s0,s279.4816906442607
080_1,s0.85968128,s-0.239630364,s98.656391923484
080_2,s1.065620744,s0,s279.4816906442607
080_3,s1.925302024,s-0.239630364,s98.656391923484
080_4,s2.131241488,s0,s279.4816906442607
080_5,s2.990922768,s-0.239630364,s98.656391923484
080_6,s3.196862232,s0,s279.4816906442607
080_7,s4.056543512,s-0.239630364,s98.656391923484
080_8,s4.262482976,s0,s279.4816906442607
080_9,s5.122164256,s-0.239630364,s98.656391923484
080_10,s0,s0.661371997,s279.4816906442607
080_11,s0.85968128,s0.421741634,s98.656391923484
080_12,s1.065620744,s0.661371997,s279.4816906442607
080_13,s1.925302024,s0.421741634,s98.656391923484
080_14,s2.131241488,s0.661371997,s279.4816906442607
080_15,s2.990922768,s0.421741634,s98.656391923484
080_16,s3.196862232,s0.661371997,s279.4816906442607
080_17,s4.056543512,s0.421741634,s98.656391923484
080_18,s4.262482976,s0.661371997,s279.4816906442607
080_19,s5.122164256,s0.421741634,s98.656391923484
080_20,s0,s1.322743995,s279.4816906442607
080_21,s0.85968128,s1.083113631,s98.656391923484
080_22,s1.065620744,s1.322743995,s279.4816906442607
080_23,s1.925302024,s1.083113631,s98.656391923484
080_24,s2.131241488,s1.322743995,s279.4816906442607
080_25,s2.990922768,s1.083113631,s98.656391923484
080_26,s3.196862232,s1.322743995,s279.4816906442607
080_27,s4.056543512,s1.083113631,s98.656391923484
080_28,s4.262482976,s1.322743995,s279.4816906442607
080_29,s5.122164256,s1.083113631,s98.656391923484
080_30,s0,s1.984115992,s279.4816906442607
080_31,s0.85968128,s1.744485628,s98.656391923484
080_32,s1.065620744,s1.984115992,s279.4816906442607
080_33,s1.925302024,s1.744485628,s98.656391923484
080_34,s2.131241488,s1.984115992,s279.4816906442607
080_35,s2.990922768,s1.744485628,s98.656391923484
080_36,s3.196862232,s1.984115992,s279.4816906442607
080_37,s4.056543512,s1.744485628,s98.656391923484
080_38,s4.262482976,s1.984115992,s279.4816906442607
080_39,s5.122164256,s1.744485628,s98.656391923484
080_40,s0,s2.645487989,s279.4816906442607
080_41,s0.85968128,s2.405857626,s98.656391923484
080_42,s1.065620744,s2.645487989,s279.4816906442607
080_43,s1.925302024,s2.405857626,s98.656391923484
080_44,s2.131241488,s2.645487989,s279.4816906442607
080_45,s2.990922768,s2.405857626,s98.656391923484
080_46,s3.196862232,s2.645487989,s279.4816906442607
080_47,s4.056543512,s2.405857626,s98.656391923484
080_48,s4.262482976,s2.645487989,s279.4816906442607
080_49,s5.122164256,s2.405857626,s98.656391923484
080_50,s0,s3.306859987,s279.4816906442607
080_51,s0.85968128,s3.067229623,s98.656391923484
080_52,s1.065620744,s3.306859987,s279.4816906442607
080_53,s1.925302024,s3.067229623,s98.656391923484
080_54,s2.131241488,s3.306859987,s279.4816906442607
080_55,s2.990922768,s3.067229623,s98.656391923484
080_56,s3.196862232,s3.306859987,s279.4816906442607
080_57,s4.056543512,s3.067229623,s98.656391923484
080_58,s4.262482976,s3.306859987,s279.4816906442607
080_59,s5.122164256,s3.067229623,s98.656391923484
080_60,s0,s3.968231984,s279.4816906442607
080_61,s0.85968128,s3.72860162,s98.656391923484
080_62,s1.065620744,s3.968231984,s279.4816906442607
080_63,s1.925302024,s3.72860162,s98.656391923484
080_64,s2.131241488,s3.968231984,s279.4816906442607
080_65,s2.990922768,s3.72860162,s98.656391923484
080_66,s3.196862232,s3.968231984,s279.4816906442607
080_67,s4.056543512,s3.72860162,s98.656391923484
080_68,s4.262482976,s3.968231984,s279.4816906442607
080_69,s5.122164256,s3.72860162,s98.656391923484
080_70,s0,s4.629603981,s279.4816906442607
080_71,s0.85968128,s4.389973618,s98.656391923484
080_72,s1.065620744,s4.629603981,s279.4816906442607
080_73,s1.925302024,s4.389973618,s98.656391923484
080_74,s2.131241488,s4.629603981,s279.4816906442607
080_75,s2.990922768,s4.389973618,s98.656391923484
080_76,s3.196862232,s4.629603981,s279.4816906442607
080_77,s4.056543512,s4.389973618,s98.656391923484
080_78,s4.262482976,s4.629603981,s279.4816906442607
080_79,s5.122164256,s4.389973618,s98.656391923484
