id,x,y,deg
154_0,s0,s0,s279.8672766583486
154_1,s0.832231424,s-0.21896606,s99.92794948710407
154_2,s0.998823428,s0,s279.8672766583486
154_3,s1.831054852,s-0.21896606,s99.92794948710407
154_4,s1.997646856,s0,s279.8672766583486
154_5,s2.82987828,s-0.21896606,s99.92794948710407
154_6,s2.996470284,s0,s279.8672766583486
154_7,s3.828701708,s-0.21896606,s99.92794948710407
154_8,s3.995293712,s0,s279.8672766583486
154_9,s4.827525136,s-0.21896606,s99.92794948710407
154_10,s4.994117141,s0,s279.8672766583486
154_11,s5.826348564,s-0.21896606,s99.92794948710407
154_12,s5.992940569,s0,s279.8672766583486
154_13,s6.825171993,s-0.21896606,s99.92794948710407
154_14,s0,s0.634943226,s279.8672766583486
154_15,s0.832231424,s0.415977166,s99.92794948710407
154_16,s0.998823428,s0.634943226,s279.8672766583486
154_17,s1.831054852,s0.415977166,s99.92794948710407
154_18,s1.997646856,s0.634943226,s279.8672766583486
154_19,s2.82987828,s0.415977166,s99.92794948710407
154_20,s2.996470284,s0.634943226,s279.8672766583486
154_21,s3.828701708,s0.415977166,s99.92794948710407
154_22,s3.995293712,s0.634943226,s279.8672766583486
154_23,s4.827525136,s0.415977166,s99.92794948710407
154_24,s4.994117141,s0.634943226,s279.8672766583486
154_25,s5.826348564,s0.415977166,s99.92794948710407
154_26,s5.992940569,s0.634943226,s279.8672766583486
154_27,s6.825171993,s0.415977166,s99.92794948710407
154_28,s0,s1.269886451,s279.8672766583486
154_29,s0.832231424,s1.050920391,s99.92794948710407
154_30,s0.998823428,s1.269886451,s279.8672766583486
154_31,s1.831054852,s1.050920391,s99.92794948710407
154_32,s1.997646856,s1.269886451,s279.8672766583486
154_33,s2.82987828,s1.050920391,s99.92794948710407
154_34,s2.996470284,s1.269886451,s279.8672766583486
154_35,s3.828701708,s1.050920391,s99.92794948710407
154_36,s3.995293712,s1.269886451,s279.8672766583486
154_37,s4.827525136,s1.050920391,s99.92794948710407
154_38,s4.994117141,s1.269886451,s279.8672766583486
154_39,s5.826348564,s1.050920391,s99.92794948710407
154_40,s5.992940569,s1.269886451,s279.8672766583486
154_41,s6.825171993,s1.050920391,s99.92794948710407
154_42,s0,s1.904829677,s279.8672766583486
154_43,s0.832231424,s1.685863617,s99.92794948710407
154_44,s0.998823428,s1.904829677,s279.8672766583486
154_45,s1.831054852,s1.685863617,s99.92794948710407
154_46,s1.997646856,s1.904829677,s279.8672766583486
154_47,s2.82987828,s1.685863617,s99.92794948710407
154_48,s2.996470284,s1.904829677,s279.8672766583486
154_49,s3.828701708,s1.685863617,s99.92794948710407
154_50,s3.995293712,s1.904829677,s279.8672766583486
154_51,s4.827525136,s1.685863617,s99.92794948710407
154_52,s4.994117141,s1.904829677,s279.8672766583486
154_53,s5.826348564,s1.685863617,s99.92794948710407
154_54,s5.992940569,s1.904829677,s279.8672766583486
154_55,s6.825171993,s1.685863617,s99.92794948710407
154_56,s0,s2.539772902,s279.8672766583486
154_57,s0.832231424,s2.320806842,s99.92794948710407
154_58,s0.998823428,s2.539772902,s279.8672766583486
154_59,s1.831054852,s2.320806842,s99.92794948710407
154_60,s1.997646856,s2.539772902,s279.8672766583486
154_61,s2.82987828,s2.320806842,s99.92794948710407
154_62,s2.996470284,s2.539772902,s279.8672766583486
154_63,s3.828701708,s2.320806842,s99.92794948710407
154_64,s3.995293712,s2.539772902,s279.8672766583486
154_65,s4.827525136,s2.320806842,s99.92794948710407
154_66,s4.994117141,s2.539772902,s279.8672766583486
154_67,s5.826348564,s2.320806842,s99.92794948710407
154_68,s5.992940569,s2.539772902,s279.8672766583486
154_69,s6.825171993,s2.320806842,s99.92794948710407
154_70,s0,s3.174716128,s279.8672766583486
154_71,s0.832231424,s2.955750068,s99.92794948710407
154_72,s0.998823428,s3.174716128,s279.8672766583486
154_73,s1.831054852,s2.955750068,s99.92794948710407
154_74,s1.997646856,s3.174716128,s279.8672766583486
154_75,s2.82987828,s2.955750068,s99.92794948710407
154_76,s2.996470284,s3.174716128,s279.8672766583486
154_77,s3.828701708,s2.955750068,s99.92794948710407
154_78,s3.995293712,s3.174716128,s279.8672766583486
154_79,s4.827525136,s2.955750068,s99.92794948710407
154_80,s4.994117141,s3.174716128,s279.8672766583486
154_81,s5.826348564,s2.955750068,s99.92794948710407
154_82,s5.992940569,s3.174716128,s279.8672766583486
154_83,s6.825171993,s2.955750068,s99.92794948710407
154_84,s0,s3.809659353,s279.8672766583486
154_85,s0.832231424,s3.590693293,s99.92794948710407
154_86,s0.998823428,s3.809659353,s279.8672766583486
154_87,s1.831054852,s3.590693293,s99.92794948710407
154_88,s1.997646856,s3.809659353,s279.8672766583486
154_89,s2.82987828,s3.590693293,s99.92794948710407
154_90,s2.996470284,s3.809659353,s279.8672766583486
154_91,s3.828701708,s3.590693293,s99.92794948710407
154_92,s3.995293712,s3.809659353,s279.8672766583486
154_93,s4.827525136,s3.590693293,s99.92794948710407
154_94,s4.994117141,s3.809659353,s279.8672766583486
154_95,s5.826348564,s3.590693293,s99.92794948710407
154_96,s5.992940569,s3.809659353,s279.8672766583486
154_97,s6.825171993,s3.590693293,s99.92794948710407
154_98,s0,s4.444602579,s279.8672766583486
154_99,s0.832231424,s4.225636519,s99.92794948710407
154_100,s0.998823428,s4.444602579,s279.8672766583486
154_101,s1.831054852,s4.225636519,s99.92794948710407
154_102,s1.997646856,s4.444602579,s279.8672766583486
154_103,s2.82987828,s4.225636519,s99.92794948710407
154_104,s2.996470284,s4.444602579,s279.8672766583486
154_105,s3.828701708,s4.225636519,s99.92794948710407
154_106,s3.995293712,s4.444602579,s279.8672766583486
154_107,s4.827525136,s4.225636519,s99.92794948710407
154_108,s4.994117141,s4.444602579,s279.8672766583486
154_109,s5.826348564,s4.225636519,s99.92794948710407
154_110,s5.992940569,s4.444602579,s279.8672766583486
154_111,s6.825171993,s4.225636519,s99.92794948710407
154_112,s0,s5.079545804,s279.8672766583486
154_113,s0.832231424,s4.860579744,s99.92794948710407
154_114,s0.998823428,s5.079545804,s279.8672766583486
154_115,s1.831054852,s4.860579744,s99.92794948710407
154_116,s1.997646856,s5.079545804,s279.8672766583486
154_117,s2.82987828,s4.860579744,s99.92794948710407
154_118,s2.996470284,s5.079545804,s279.8672766583486
154_119,s3.828701708,s4.860579744,s99.92794948710407
154_120,s3.995293712,s5.079545804,s279.8672766583486
154_121,s4.827525136,s4.860579744,s99.92794948710407
154_122,s4.994117141,s5.079545804,s279.8672766583486
154_123,s5.826348564,s4.860579744,s99.92794948710407
154_124,s5.992940569,s5.079545804,s279.8672766583486
154_125,s6.825171993,s4.860579744,s99.92794948710407
154_126,s0,s5.71448903,s279.8672766583486
154_127,s0.832231424,s5.49552297,s99.92794948710407
154_128,s0.998823428,s5.71448903,s279.8672766583486
154_129,s1.831054852,s5.49552297,s99.92794948710407
154_130,s1.997646856,s5.71448903,s279.8672766583486
154_131,s2.82987828,s5.49552297,s99.92794948710407
154_132,s2.996470284,s5.71448903,s279.8672766583486
154_133,s3.828701708,s5.49552297,s99.92794948710407
154_134,s3.995293712,s5.71448903,s279.8672766583486
154_135,s4.827525136,s5.49552297,s99.92794948710407
154_136,s4.994117141,s5.71448903,s279.8672766583486
154_137,s5.826348564,s5.49552297,s99.92794948710407
154_138,s5.992940569,s5.71448903,s279.8672766583486
154_139,s6.825171993,s5.49552297,s99.92794948710407
154_140,s0,s6.349432255,s279.8672766583486
154_141,s0.832231424,s6.130466196,s99.92794948710407
154_142,s0.998823428,s6.349432255,s279.8672766583486
154_143,s1.831054852,s6.130466196,s99.92794948710407
154_144,s1.997646856,s6.349432255,s279.8672766583486
154_145,s2.82987828,s6.130466196,s99.92794948710407
154_146,s2.996470284,s6.349432255,s279.8672766583486
154_147,s3.828701708,s6.130466196,s99.92794948710407
154_148,s3.995293712,s6.349432255,s279.8672766583486
154_149,s4.827525136,s6.130466196,s99.92794948710407
154_150,s4.994117141,s6.349432255,s279.8672766583486
154_151,s5.826348564,s6.130466196,s99.92794948710407
154_152,s5.992940569,s6.349432255,s279.8672766583486
154_153,s6.825171993,s6.130466196,s99.92794948710407
