id,x,y,deg
156_0,s0,s0,s291.7494601885715
156_1,s0.915574549,s0.065900379,s111.70741530070063
156_2,s1.167628247,s0,s291.7494601885715
156_3,s2.083202797,s0.065900379,s111.70741530070063
156_4,s2.335256495,s0,s291.7494601885715
156_5,s3.250831044,s0.065900379,s111.70741530070063
156_6,s3.502884742,s0,s291.7494601885715
156_7,s4.418459291,s0.065900379,s111.70741530070063
156_8,s4.670512989,s0,s291.7494601885715
156_9,s5.586087539,s0.065900379,s111.70741530070063
156_10,s5.838141237,s0,s291.7494601885715
156_11,s6.753715786,s0.065900379,s111.70741530070063
156_12,s0,s0.538915057,s291.7494601885715
156_13,s0.915574549,s0.604815436,s111.70741530070063
156_14,s1.167628247,s0.538915057,s291.7494601885715
156_15,s2.083202797,s0.604815436,s111.70741530070063
156_16,s2.335256495,s0.538915057,s291.7494601885715
156_17,s3.250831044,s0.604815436,s111.70741530070063
156_18,s3.502884742,s0.538915057,s291.7494601885715
156_19,s4.418459291,s0.604815436,s111.70741530070063
156_20,s4.670512989,s0.538915057,s291.7494601885715
156_21,s5.586087539,s0.604815436,s111.70741530070063
156_22,s5.838141237,s0.538915057,s291.7494601885715
156_23,s6.753715786,s0.604815436,s111.70741530070063
156_24,s0,s1.077830113,s291.7494601885715
156_25,s0.915574549,s1.143730493,s111.70741530070063
156_26,s1.167628247,s1.077830113,s291.7494601885715
156_27,s2.083202797,s1.143730493,s111.70741530070063
156_28,s2.335256495,s1.077830113,s291.7494601885715
156_29,s3.250831044,s1.143730493,s111.70741530070063
156_30,s3.502884742,s1.077830113,s291.7494601885715
156_31,s4.418459291,s1.143730493,s111.70741530070063
156_32,s4.670512989,s1.077830113,s291.7494601885715
156_33,s5.586087539,s1.143730493,s111.70741530070063
156_34,s5.838141237,s1.077830113,s291.7494601885715
156_35,s6.753715786,s1.143730493,s111.70741530070063
156_36,s0,s1.61674517,s291.7494601885715
156_37,s0.915574549,s1.68264555,s111.70741530070063
156_38,s1.167628247,s1.61674517,s291.7494601885715
156_39,s2.083202797,s1.68264555,s111.70741530070063
156_40,s2.335256495,s1.61674517,s291.7494601885715
156_41,s3.250831044,s1.68264555,s111.70741530070063
156_42,s3.502884742,s1.61674517,s291.7494601885715
156_43,s4.418459291,s1.68264555,s111.70741530070063
156_44,s4.670512989,s1.61674517,s291.7494601885715
156_45,s5.586087539,s1.68264555,s111.70741530070063
156_46,s5.838141237,s1.61674517,s291.7494601885715
156_47,s6.753715786,s1.68264555,s111.70741530070063
156_48,s0,s2.155660227,s291.7494601885715
156_49,s0.915574549,s2.221560606,s111.70741530070063
156_50,s1.167628247,s2.155660227,s291.7494601885715
156_51,s2.083202797,s2.221560606,s111.70741530070063
156_52,s2.335256495,s2.155660227,s291.7494601885715
156_53,s3.250831044,s2.221560606,s111.70741530070063
156_54,s3.502884742,s2.155660227,s291.7494601885715
156_55,s4.418459291,s2.221560606,s111.70741530070063
156_56,s4.670512989,s2.155660227,s291.7494601885715
156_57,s5.586087539,s2.221560606,s111.70741530070063
156_58,s5.838141237,s2.155660227,s291.7494601885715
156_59,s6.753715786,s2.221560606,s111.70741530070063
156_60,s0,s2.694575284,s291.7494601885715
156_61,s0.915574549,s2.760475663,s111.70741530070063
156_62,s1.167628247,s2.694575284,s291.7494601885715
156_63,s2.083202797,s2.760475663,s111.70741530070063
156_64,s2.335256495,s2.694575284,s291.7494601885715
156_65,s3.250831044,s2.760475663,s111.70741530070063
156_66,s3.502884742,s2.694575284,s291.7494601885715
156_67,s4.418459291,s2.760475663,s111.70741530070063
156_68,s4.670512989,s2.694575284,s291.7494601885715
156_69,s5.586087539,s2.760475663,s111.70741530070063
156_70,s5.838141237,s2.694575284,s291.7494601885715
156_71,s6.753715786,s2.760475663,s111.70741530070063
156_72,s0,s3.23349034,s291.7494601885715
156_73,s0.915574549,s3.29939072,s111.70741530070063
156_74,s1.167628247,s3.23349034,s291.7494601885715
156_75,s2.083202797,s3.29939072,s111.70741530070063
156_76,s2.335256495,s3.23349034,s291.7494601885715
156_77,s3.250831044,s3.29939072,s111.70741530070063
156_78,s3.502884742,s3.23349034,s291.7494601885715
156_79,s4.418459291,s3.29939072,s111.70741530070063
156_80,s4.670512989,s3.23349034,s291.7494601885715
156_81,s5.586087539,s3.29939072,s111.70741530070063
156_82,s5.838141237,s3.23349034,s291.7494601885715
156_83,s6.753715786,s3.29939072,s111.70741530070063
156_84,s0,s3.772405397,s291.7494601885715
156_85,s0.915574549,s3.838305777,s111.70741530070063
156_86,s1.167628247,s3.772405397,s291.7494601885715
156_87,s2.083202797,s3.838305777,s111.70741530070063
156_88,s2.335256495,s3.772405397,s291.7494601885715
156_89,s3.250831044,s3.838305777,s111.70741530070063
156_90,s3.502884742,s3.772405397,s291.7494601885715
156_91,s4.418459291,s3.838305777,s111.70741530070063
156_92,s4.670512989,s3.772405397,s291.7494601885715
156_93,s5.586087539,s3.838305777,s111.70741530070063
156_94,s5.838141237,s3.772405397,s291.7494601885715
156_95,s6.753715786,s3.838305777,s111.70741530070063
156_96,s0,s4.311320454,s291.7494601885715
156_97,s0.915574549,s4.377220833,s111.70741530070063
156_98,s1.167628247,s4.311320454,s291.7494601885715
156_99,s2.083202797,s4.377220833,s111.70741530070063
156_100,s2.335256495,s4.311320454,s291.7494601885715
156_101,s3.250831044,s4.377220833,s111.70741530070063
156_102,s3.502884742,s4.311320454,s291.7494601885715
156_103,s4.418459291,s4.377220833,s111.70741530070063
156_104,s4.670512989,s4.311320454,s291.7494601885715
156_105,s5.586087539,s4.377220833,s111.70741530070063
156_106,s5.838141237,s4.311320454,s291.7494601885715
156_107,s6.753715786,s4.377220833,s111.70741530070063
156_108,s0,s4.850235511,s291.7494601885715
156_109,s0.915574549,s4.91613589,s111.70741530070063
156_110,s1.167628247,s4.850235511,s291.7494601885715
156_111,s2.083202797,s4.91613589,s111.70741530070063
156_112,s2.335256495,s4.850235511,s291.7494601885715
156_113,s3.250831044,s4.91613589,s111.70741530070063
156_114,s3.502884742,s4.850235511,s291.7494601885715
156_115,s4.418459291,s4.91613589,s111.70741530070063
156_116,s4.670512989,s4.850235511,s291.7494601885715
156_117,s5.586087539,s4.91613589,s111.70741530070063
156_118,s5.838141237,s4.850235511,s291.7494601885715
156_119,s6.753715786,s4.91613589,s111.70741530070063
156_120,s0,s5.389150567,s291.7494601885715
156_121,s0.915574549,s5.455050947,s111.70741530070063
156_122,s1.167628247,s5.389150567,s291.7494601885715
156_123,s2.083202797,s5.455050947,s111.70741530070063
156_124,s2.335256495,s5.389150567,s291.7494601885715
156_125,s3.250831044,s5.455050947,s111.70741530070063
156_126,s3.502884742,s5.389150567,s291.7494601885715
