id,x,y,deg
195_0,s1.631099611000,s0.221433665000,s74.558221226481
195_1,s1.777740229000,s0.000000000000,s254.538749387006
195_2,s2.519969725000,s0.221433665000,s74.558221226481
195_3,s2.666610343000,s0.000000000000,s254.538749387006
195_4,s3.408839840000,s0.221433665000,s74.558221226481
195_5,s3.555480458000,s0.000000000000,s254.538749387006
195_6,s4.297709954000,s0.221433665000,s74.558221226481
195_7,s4.444350572000,s0.000000000000,s254.538749387006
195_8,s5.186580068000,s0.221433665000,s74.558221226481
195_9,s5.333220687000,s0.000000000000,s254.538749387006
195_10,s6.075450183000,s0.221433665000,s74.558221226481
195_11,s6.222090801000,s0.000000000000,s254.538749387006
195_12,s6.964320297000,s0.221433665000,s74.558221226481
195_13,s7.110960915000,s0.000000000000,s254.538749387006
195_14,s7.853190412000,s0.221433665000,s74.558221226481
195_15,s0.000000000000,s0.735895677000,s254.538749387006
195_16,s0.742229496000,s0.957329342000,s74.558221226481
195_17,s0.888870114000,s0.735895677000,s254.538749387006
195_18,s1.631099611000,s0.957329342000,s74.558221226481
195_19,s1.777740229000,s0.735895677000,s254.538749387006
195_20,s2.519969725000,s0.957329342000,s74.558221226481
195_21,s2.666610343000,s0.735895677000,s254.538749387006
195_22,s3.408839840000,s0.957329342000,s74.558221226481
195_23,s3.555480458000,s0.735895677000,s254.538749387006
195_24,s4.297709954000,s0.957329342000,s74.558221226481
195_25,s4.444350572000,s0.735895677000,s254.538749387006
195_26,s5.186580068000,s0.957329342000,s74.558221226481
195_27,s5.333220687000,s0.735895677000,s254.538749387006
195_28,s6.075450183000,s0.957329342000,s74.558221226481
195_29,s6.222090801000,s0.735895677000,s254.538749387006
195_30,s6.964320297000,s0.957329342000,s74.558221226481
195_31,s7.110960915000,s0.735895677000,s254.538749387006
195_32,s7.853190412000,s0.957329342000,s74.558221226481
195_33,s0.000000000000,s1.471791354000,s254.538749387006
195_34,s0.742229496000,s1.693225019000,s74.558221226481
195_35,s0.888870114000,s1.471791354000,s254.538749387006
195_36,s1.631099611000,s1.693225019000,s74.558221226481
195_37,s1.777740229000,s1.471791354000,s254.538749387006
195_38,s2.519969725000,s1.693225019000,s74.558221226481
195_39,s2.666610343000,s1.471791354000,s254.538749387006
195_40,s3.408839840000,s1.693225019000,s74.558221226481
195_41,s3.555480458000,s1.471791354000,s254.538749387006
195_42,s4.297709954000,s1.693225019000,s74.558221226481
195_43,s4.444350572000,s1.471791354000,s254.538749387006
195_44,s5.186580068000,s1.693225019000,s74.558221226481
195_45,s5.333220687000,s1.471791354000,s254.538749387006
195_46,s6.075450183000,s1.693225019000,s74.558221226481
195_47,s6.222090801000,s1.471791354000,s254.538749387006
195_48,s6.964320297000,s1.693225019000,s74.558221226481
195_49,s7.110960915000,s1.471791354000,s254.538749387006
195_50,s7.853190412000,s1.693225019000,s74.558221226481
195_51,s0.000000000000,s2.207687031000,s254.538749387006
195_52,s0.742229496000,s2.429120696000,s74.558221226481
195_53,s0.888870114000,s2.207687031000,s254.538749387006
195_54,s1.631099611000,s2.429120696000,s74.558221226481
195_55,s1.777740229000,s2.207687031000,s254.538749387006
195_56,s2.519969725000,s2.429120696000,s74.558221226481
195_57,s2.666610343000,s2.207687031000,s254.538749387006
195_58,s3.408839840000,s2.429120696000,s74.558221226481
195_59,s3.555480458000,s2.207687031000,s254.538749387006
195_60,s4.297709954000,s2.429120696000,s74.558221226481
195_61,s4.444350572000,s2.207687031000,s254.538749387006
195_62,s5.186580068000,s2.429120696000,s74.558221226481
195_63,s5.333220687000,s2.207687031000,s254.538749387006
195_64,s6.075450183000,s2.429120696000,s74.558221226481
195_65,s6.222090801000,s2.207687031000,s254.538749387006
195_66,s6.964320297000,s2.429120696000,s74.558221226481
195_67,s7.110960915000,s2.207687031000,s254.538749387006
195_68,s7.853190412000,s2.429120696000,s74.558221226481
195_69,s0.000000000000,s2.943582708000,s254.538749387006
195_70,s0.742229496000,s3.165016373000,s74.558221226481
195_71,s0.888870114000,s2.943582708000,s254.538749387006
195_72,s1.631099611000,s3.165016373000,s74.558221226481
195_73,s1.777740229000,s2.943582708000,s254.538749387006
195_74,s2.519969725000,s3.165016373000,s74.558221226481
195_75,s2.666610343000,s2.943582708000,s254.538749387006
195_76,s3.408839840000,s3.165016373000,s74.558221226481
195_77,s3.555480458000,s2.943582708000,s254.538749387006
195_78,s4.297709954000,s3.165016373000,s74.558221226481
195_79,s4.444350572000,s2.943582708000,s254.538749387006
195_80,s5.186580068000,s3.165016373000,s74.558221226481
195_81,s5.333220687000,s2.943582708000,s254.538749387006
195_82,s6.075450183000,s3.165016373000,s74.558221226481
195_83,s6.222090801000,s2.943582708000,s254.538749387006
195_84,s6.964320297000,s3.165016373000,s74.558221226481
195_85,s7.110960915000,s2.943582708000,s254.538749387006
195_86,s7.853190412000,s3.165016373000,s74.558221226481
195_87,s0.000000000000,s3.679478385000,s254.538749387006
195_88,s0.742229496000,s3.900912050000,s74.558221226481
195_89,s0.888870114000,s3.679478385000,s254.538749387006
195_90,s1.631099611000,s3.900912050000,s74.558221226481
195_91,s1.777740229000,s3.679478385000,s254.538749387006
195_92,s2.519969725000,s3.900912050000,s74.558221226481
195_93,s2.666610343000,s3.679478385000,s254.538749387006
195_94,s3.408839840000,s3.900912050000,s74.558221226481
195_95,s3.555480458000,s3.679478385000,s254.538749387006
195_96,s4.297709954000,s3.900912050000,s74.558221226481
195_97,s4.444350572000,s3.679478385000,s254.538749387006
195_98,s5.186580068000,s3.900912050000,s74.558221226481
195_99,s5.333220687000,s3.679478385000,s254.538749387006
195_100,s6.075450183000,s3.900912050000,s74.558221226481
195_101,s6.222090801000,s3.679478385000,s254.538749387006
195_102,s6.964320297000,s3.900912050000,s74.558221226481
195_103,s7.110960915000,s3.679478385000,s254.538749387006
195_104,s7.853190412000,s3.900912050000,s74.558221226481
195_105,s0.000000000000,s4.415374062000,s254.538749387006
195_106,s0.742229496000,s4.636807727000,s74.558221226481
195_107,s0.888870114000,s4.415374062000,s254.538749387006
195_108,s1.631099611000,s4.636807727000,s74.558221226481
195_109,s1.777740229000,s4.415374062000,s254.538749387006
195_110,s2.519969725000,s4.636807727000,s74.558221226481
195_111,s2.666610343000,s4.415374062000,s254.538749387006
195_112,s3.408839840000,s4.636807727000,s74.558221226481
195_113,s3.555480458000,s4.415374062000,s254.538749387006
195_114,s4.297709954000,s4.636807727000,s74.558221226481
195_115,s4.444350572000,s4.415374062000,s254.538749387006
195_116,s5.186580068000,s4.636807727000,s74.558221226481
195_117,s5.333220687000,s4.415374062000,s254.538749387006
195_118,s6.075450183000,s4.636807727000,s74.558221226481
195_119,s6.222090801000,s4.415374062000,s254.538749387006
195_120,s6.964320297000,s4.636807727000,s74.558221226481
195_121,s7.110960915000,s4.415374062000,s254.538749387006
195_122,s7.853190412000,s4.636807727000,s74.558221226481
195_123,s0.000000000000,s5.151269739000,s254.538749387006
195_124,s0.742229496000,s5.372703404000,s74.558221226481
195_125,s0.888870114000,s5.151269739000,s254.538749387006
195_126,s1.631099611000,s5.372703404000,s74.558221226481
195_127,s1.777740229000,s5.151269739000,s254.538749387006
195_128,s2.519969725000,s5.372703404000,s74.558221226481
195_129,s2.666610343000,s5.151269739000,s254.538749387006
195_130,s3.408839840000,s5.372703404000,s74.558221226481
195_131,s3.555480458000,s5.151269739000,s254.538749387006
195_132,s4.297709954000,s5.372703404000,s74.558221226481
195_133,s4.444350572000,s5.151269739000,s254.538749387006
