id,x,y,deg
150_0,s3.502884742000,s0.000000000000,s291.749460188572
150_1,s4.418459291000,s0.065900379000,s111.707415300701
150_2,s4.670512989000,s0.000000000000,s291.749460188572
150_3,s5.586087539000,s0.065900379000,s111.707415300701
150_4,s5.838141237000,s0.000000000000,s291.749460188572
150_5,s6.753715786000,s0.065900379000,s111.707415300701
150_6,s0.000000000000,s0.538915057000,s291.749460188572
150_7,s0.915574549000,s0.604815436000,s111.707415300701
150_8,s1.167628247000,s0.538915057000,s291.749460188572
150_9,s2.083202797000,s0.604815436000,s111.707415300701
150_10,s2.335256495000,s0.538915057000,s291.749460188572
150_11,s3.250831044000,s0.604815436000,s111.707415300701
150_12,s3.502884742000,s0.538915057000,s291.749460188572
150_13,s4.418459291000,s0.604815436000,s111.707415300701
150_14,s4.670512989000,s0.538915057000,s291.749460188572
150_15,s5.586087539000,s0.604815436000,s111.707415300701
150_16,s5.838141237000,s0.538915057000,s291.749460188572
150_17,s6.753715786000,s0.604815436000,s111.707415300701
150_18,s0.000000000000,s1.077830113000,s291.749460188572
150_19,s0.915574549000,s1.143730493000,s111.707415300701
150_20,s1.167628247000,s1.077830113000,s291.749460188572
150_21,s2.083202797000,s1.143730493000,s111.707415300701
150_22,s2.335256495000,s1.077830113000,s291.749460188572
150_23,s3.250831044000,s1.143730493000,s111.707415300701
150_24,s3.502884742000,s1.077830113000,s291.749460188572
150_25,s4.418459291000,s1.143730493000,s111.707415300701
150_26,s4.670512989000,s1.077830113000,s291.749460188572
150_27,s5.586087539000,s1.143730493000,s111.707415300701
150_28,s5.838141237000,s1.077830113000,s291.749460188572
150_29,s6.753715786000,s1.143730493000,s111.707415300701
150_30,s0.000000000000,s1.616745170000,s291.749460188572
150_31,s0.915574549000,s1.682645550000,s111.707415300701
150_32,s1.167628247000,s1.616745170000,s291.749460188572
150_33,s2.083202797000,s1.682645550000,s111.707415300701
150_34,s2.335256495000,s1.616745170000,s291.749460188572
150_35,s3.250831044000,s1.682645550000,s111.707415300701
150_36,s3.502884742000,s1.616745170000,s291.749460188572
150_37,s4.418459291000,s1.682645550000,s111.707415300701
