id,x,y,deg
029_0,s2.010943861699,s0.217856635266,s17.400625747253
029_1,s2.296646421964,s0.786980943611,s197.441413444231
029_2,s1.060288228928,s1.267056266026,s62.013115420996
029_3,s2.471246760025,s3.114977009069,s-65.111207913454
029_4,s2.030369557971,s2.296673033669,s199.383882981043
029_5,s2.831313333673,s2.606086056900,s-21.312931123801
029_6,s2.553112224753,s2.231172642316,s18.891516139104
029_7,s1.880893199288,s2.598914611593,s330.244408968225
029_8,s0.719681465127,s0.700648088543,s63.874503767205
029_9,s0.777525595240,s0.360047708482,s243.379451020062
029_10,s2.787029635482,s0.691930344096,s303.638608837503
029_11,s3.134765609453,s1.318747537463,s-23.603974963262
029_12,s1.933652909628,s1.511912975927,s184.158205968824
029_13,s2.623680786185,s1.848614175132,s147.240875777400
029_14,s0.327051659950,s2.658081295057,s156.276006139241
029_15,s2.805558922554,s1.257444974689,s106.497845123174
029_16,s3.238669090173,s0.404179666494,s119.992306239082
029_17,s1.140841543158,s3.127396806389,s67.750792380550
029_18,s1.460006835072,s2.059014425720,s355.109985521502
029_19,s1.017842448945,s2.496030321879,s313.387331200693
029_20,s0.409999423918,s1.859398968720,s335.817214913835
029_21,s2.943084154935,s1.975935318108,s-39.066814474679
029_22,s1.586907765365,s0.389193629240,s63.180982806032
029_23,s1.333381256447,s1.484943714424,s312.682572250789
029_24,s0.232856060584,s3.130066473646,s247.808699270778
029_25,s0.336011267709,s1.201993922313,s382.940064753533
029_26,s1.013212733382,s1.727354397855,s378.696206805036
029_27,s1.571282182212,s3.133659129322,s-66.487057830449
029_28,s1.550809277878,s1.056328024941,s110.817352858081
