id,x,y,deg
070_0,s0,s0,s255.90130967205891
070_1,s0.785155004,s0.201704049,s75.8228493534577
070_2,s0.94351009,s0,s255.90130967205891
070_3,s1.728665094,s0.201704049,s75.8228493534577
070_4,s1.88702018,s0,s255.90130967205891
070_5,s2.672175184,s0.201704049,s75.8228493534577
070_6,s2.83053027,s0,s255.90130967205891
070_7,s3.615685274,s0.201704049,s75.8228493534577
070_8,s3.77404036,s0,s255.90130967205891
070_9,s4.559195364,s0.201704049,s75.8228493534577
070_10,s0,s0.682520532,s255.90130967205891
070_11,s0.785155004,s0.884224581,s75.8228493534577
070_12,s0.94351009,s0.682520532,s255.90130967205891
070_13,s1.728665094,s0.884224581,s75.8228493534577
070_14,s1.88702018,s0.682520532,s255.90130967205891
070_15,s2.672175184,s0.884224581,s75.8228493534577
070_16,s2.83053027,s0.682520532,s255.90130967205891
070_17,s3.615685274,s0.884224581,s75.8228493534577
070_18,s3.77404036,s0.682520532,s255.90130967205891
070_19,s4.559195364,s0.884224581,s75.8228493534577
070_20,s0,s1.365041065,s255.90130967205891
070_21,s0.785155004,s1.566745114,s75.8228493534577
070_22,s0.94351009,s1.365041065,s255.90130967205891
070_23,s1.728665094,s1.566745114,s75.8228493534577
070_24,s1.88702018,s1.365041065,s255.90130967205891
070_25,s2.672175184,s1.566745114,s75.8228493534577
070_26,s2.83053027,s1.365041065,s255.90130967205891
070_27,s3.615685274,s1.566745114,s75.8228493534577
070_28,s3.77404036,s1.365041065,s255.90130967205891
070_29,s4.559195364,s1.566745114,s75.8228493534577
070_30,s0,s2.047561597,s255.90130967205891
070_31,s0.785155004,s2.249265646,s75.8228493534577
070_32,s0.94351009,s2.047561597,s255.90130967205891
070_33,s1.728665094,s2.249265646,s75.8228493534577
070_34,s1.88702018,s2.047561597,s255.90130967205891
070_35,s2.672175184,s2.249265646,s75.8228493534577
070_36,s2.83053027,s2.047561597,s255.90130967205891
070_37,s3.615685274,s2.249265646,s75.8228493534577
070_38,s3.77404036,s2.047561597,s255.90130967205891
070_39,s4.559195364,s2.249265646,s75.8228493534577
070_40,s0,s2.730082129,s255.90130967205891
070_41,s0.785155004,s2.931786178,s75.8228493534577
070_42,s0.94351009,s2.730082129,s255.90130967205891
070_43,s1.728665094,s2.931786178,s75.8228493534577
070_44,s1.88702018,s2.730082129,s255.90130967205891
070_45,s2.672175184,s2.931786178,s75.8228493534577
070_46,s2.83053027,s2.730082129,s255.90130967205891
070_47,s3.615685274,s2.931786178,s75.8228493534577
070_48,s3.77404036,s2.730082129,s255.90130967205891
070_49,s4.559195364,s2.931786178,s75.8228493534577
070_50,s0,s3.412602661,s255.90130967205891
070_51,s0.785155004,s3.614306711,s75.8228493534577
070_52,s0.94351009,s3.412602661,s255.90130967205891
070_53,s1.728665094,s3.614306711,s75.8228493534577
070_54,s1.88702018,s3.412602661,s255.90130967205891
070_55,s2.672175184,s3.614306711,s75.8228493534577
070_56,s2.83053027,s3.412602661,s255.90130967205891
070_57,s3.615685274,s3.614306711,s75.8228493534577
070_58,s3.77404036,s3.412602661,s255.90130967205891
070_59,s4.559195364,s3.614306711,s75.8228493534577
070_60,s0,s4.095123194,s255.90130967205891
070_61,s0.785155004,s4.296827243,s75.8228493534577
070_62,s0.94351009,s4.095123194,s255.90130967205891
070_63,s1.728665094,s4.296827243,s75.8228493534577
070_64,s1.88702018,s4.095123194,s255.90130967205891
070_65,s2.672175184,s4.296827243,s75.8228493534577
070_66,s2.83053027,s4.095123194,s255.90130967205891
070_67,s3.615685274,s4.296827243,s75.8228493534577
070_68,s3.77404036,s4.095123194,s255.90130967205891
070_69,s4.559195364,s4.296827243,s75.8228493534577
