id,x,y,deg
049_0,s0.581584026000,s0.284945772000,s76.308372145034
049_1,s0.823522040000,s0.000000000000,s256.310256021967
049_2,s1.405106066000,s0.284945772000,s76.308372145034
049_3,s1.647044079000,s0.000000000000,s256.310256021967
049_4,s2.228628106000,s0.284945772000,s76.308372145034
049_5,s2.470566119000,s0.000000000000,s256.310256021967
049_6,s3.052150145000,s0.284945772000,s76.308372145034
049_7,s3.294088159000,s0.000000000000,s256.310256021967
049_8,s3.875672185000,s0.284945772000,s76.308372145034
049_9,s0.000000000000,s0.832662485000,s256.310256021967
049_10,s0.581584026000,s1.117608256000,s76.308372145034
049_11,s0.823522040000,s0.832662485000,s256.310256021967
049_12,s1.405106066000,s1.117608256000,s76.308372145034
049_13,s1.647044079000,s0.832662485000,s256.310256021967
049_14,s2.228628106000,s1.117608256000,s76.308372145034
049_15,s2.470566119000,s0.832662485000,s256.310256021967
049_16,s3.052150145000,s1.117608256000,s76.308372145034
049_17,s3.294088159000,s0.832662485000,s256.310256021967
049_18,s3.875672185000,s1.117608256000,s76.308372145034
049_19,s0.000000000000,s1.665324969000,s256.310256021967
049_20,s0.581584026000,s1.950270741000,s76.308372145034
049_21,s0.823522040000,s1.665324969000,s256.310256021967
049_22,s1.405106066000,s1.950270741000,s76.308372145034
049_23,s1.647044079000,s1.665324969000,s256.310256021967
049_24,s2.228628106000,s1.950270741000,s76.308372145034
049_25,s2.470566119000,s1.665324969000,s256.310256021967
049_26,s3.052150145000,s1.950270741000,s76.308372145034
049_27,s3.294088159000,s1.665324969000,s256.310256021967
049_28,s3.875672185000,s1.950270741000,s76.308372145034
049_29,s0.000000000000,s2.497987454000,s256.310256021967
049_30,s0.581584026000,s2.782933225000,s76.308372145034
049_31,s0.823522040000,s2.497987454000,s256.310256021967
049_32,s1.405106066000,s2.782933225000,s76.308372145034
049_33,s1.647044079000,s2.497987454000,s256.310256021967
049_34,s2.228628106000,s2.782933225000,s76.308372145034
049_35,s2.470566119000,s2.497987454000,s256.310256021967
049_36,s3.052150145000,s2.782933225000,s76.308372145034
049_37,s3.294088159000,s2.497987454000,s256.310256021967
049_38,s3.875672185000,s2.782933225000,s76.308372145034
049_39,s0.000000000000,s3.330649938000,s256.310256021967
049_40,s0.581584026000,s3.615595710000,s76.308372145034
049_41,s0.823522040000,s3.330649938000,s256.310256021967
049_42,s1.405106066000,s3.615595710000,s76.308372145034
049_43,s1.647044079000,s3.330649938000,s256.310256021967
049_44,s2.228628106000,s3.615595710000,s76.308372145034
049_45,s2.470566119000,s3.330649938000,s256.310256021967
049_46,s3.052150145000,s3.615595710000,s76.308372145034
049_47,s3.294088159000,s3.330649938000,s256.310256021967
049_48,s3.875672185000,s3.615595710000,s76.308372145034
