id,x,y,deg
180_0,s0,s0,s255.05212083608464
180_1,s0.712169368,s0.252312256,s75.05880104977291
180_2,s0.854045459,s0,s255.05212083608464
180_3,s1.566214827,s0.252312256,s75.05880104977291
180_4,s1.708090918,s0,s255.05212083608464
180_5,s2.420260286,s0.252312256,s75.05880104977291
180_6,s2.562136377,s0,s255.05212083608464
180_7,s3.274305745,s0.252312256,s75.05880104977291
180_8,s3.416181835,s0,s255.05212083608464
180_9,s4.128351203,s0.252312256,s75.05880104977291
180_10,s4.270227294,s0,s255.05212083608464
180_11,s4.982396662,s0.252312256,s75.05880104977291
180_12,s5.124272753,s0,s255.05212083608464
180_13,s5.836442121,s0.252312256,s75.05880104977291
180_14,s5.978318212,s0,s255.05212083608464
180_15,s6.69048758,s0.252312256,s75.05880104977291
180_16,s6.832363671,s0,s255.05212083608464
180_17,s7.544533039,s0.252312256,s75.05880104977291
180_18,s0,s0.781960329,s255.05212083608464
180_19,s0.712169368,s1.034272585,s75.05880104977291
180_20,s0.854045459,s0.781960329,s255.05212083608464
180_21,s1.566214827,s1.034272585,s75.05880104977291
180_22,s1.708090918,s0.781960329,s255.05212083608464
180_23,s2.420260286,s1.034272585,s75.05880104977291
180_24,s2.562136377,s0.781960329,s255.05212083608464
180_25,s3.274305745,s1.034272585,s75.05880104977291
180_26,s3.416181835,s0.781960329,s255.05212083608464
180_27,s4.128351203,s1.034272585,s75.05880104977291
180_28,s4.270227294,s0.781960329,s255.05212083608464
180_29,s4.982396662,s1.034272585,s75.05880104977291
180_30,s5.124272753,s0.781960329,s255.05212083608464
180_31,s5.836442121,s1.034272585,s75.05880104977291
180_32,s5.978318212,s0.781960329,s255.05212083608464
180_33,s6.69048758,s1.034272585,s75.05880104977291
180_34,s6.832363671,s0.781960329,s255.05212083608464
180_35,s7.544533039,s1.034272585,s75.05880104977291
180_36,s0,s1.563920659,s255.05212083608464
180_37,s0.712169368,s1.816232914,s75.05880104977291
180_38,s0.854045459,s1.563920659,s255.05212083608464
180_39,s1.566214827,s1.816232914,s75.05880104977291
180_40,s1.708090918,s1.563920659,s255.05212083608464
180_41,s2.420260286,s1.816232914,s75.05880104977291
180_42,s2.562136377,s1.563920659,s255.05212083608464
180_43,s3.274305745,s1.816232914,s75.05880104977291
180_44,s3.416181835,s1.563920659,s255.05212083608464
180_45,s4.128351203,s1.816232914,s75.05880104977291
180_46,s4.270227294,s1.563920659,s255.05212083608464
180_47,s4.982396662,s1.816232914,s75.05880104977291
180_48,s5.124272753,s1.563920659,s255.05212083608464
180_49,s5.836442121,s1.816232914,s75.05880104977291
180_50,s5.978318212,s1.563920659,s255.05212083608464
180_51,s6.69048758,s1.816232914,s75.05880104977291
180_52,s6.832363671,s1.563920659,s255.05212083608464
180_53,s7.544533039,s1.816232914,s75.05880104977291
180_54,s0,s2.345880988,s255.05212083608464
180_55,s0.712169368,s2.598193244,s75.05880104977291
180_56,s0.854045459,s2.345880988,s255.05212083608464
180_57,s1.566214827,s2.598193244,s75.05880104977291
180_58,s1.708090918,s2.345880988,s255.05212083608464
180_59,s2.420260286,s2.598193244,s75.05880104977291
180_60,s2.562136377,s2.345880988,s255.05212083608464
180_61,s3.274305745,s2.598193244,s75.05880104977291
180_62,s3.416181835,s2.345880988,s255.05212083608464
180_63,s4.128351203,s2.598193244,s75.05880104977291
180_64,s4.270227294,s2.345880988,s255.05212083608464
180_65,s4.982396662,s2.598193244,s75.05880104977291
180_66,s5.124272753,s2.345880988,s255.05212083608464
180_67,s5.836442121,s2.598193244,s75.05880104977291
