id,x,y,deg
067_0,s1.728665094000,s0.201704049000,s75.822849353458
067_1,s1.887020180000,s0.000000000000,s255.901309672059
067_2,s2.672175184000,s0.201704049000,s75.822849353458
067_3,s2.830530270000,s0.000000000000,s255.901309672059
067_4,s3.615685274000,s0.201704049000,s75.822849353458
067_5,s3.774040360000,s0.000000000000,s255.901309672059
067_6,s4.559195364000,s0.201704049000,s75.822849353458
067_7,s0.000000000000,s0.682520532000,s255.901309672059
067_8,s0.785155004000,s0.884224581000,s75.822849353458
067_9,s0.943510090000,s0.682520532000,s255.901309672059
067_10,s1.728665094000,s0.884224581000,s75.822849353458
067_11,s1.887020180000,s0.682520532000,s255.901309672059
067_12,s2.672175184000,s0.884224581000,s75.822849353458
067_13,s2.830530270000,s0.682520532000,s255.901309672059
067_14,s3.615685274000,s0.884224581000,s75.822849353458
067_15,s3.774040360000,s0.682520532000,s255.901309672059
067_16,s4.559195364000,s0.884224581000,s75.822849353458
067_17,s0.000000000000,s1.365041065000,s255.901309672059
067_18,s0.785155004000,s1.566745114000,s75.822849353458
067_19,s0.943510090000,s1.365041065000,s255.901309672059
067_20,s1.728665094000,s1.566745114000,s75.822849353458
067_21,s1.887020180000,s1.365041065000,s255.901309672059
067_22,s2.672175184000,s1.566745114000,s75.822849353458
067_23,s2.830530270000,s1.365041065000,s255.901309672059
067_24,s3.615685274000,s1.566745114000,s75.822849353458
067_25,s3.774040360000,s1.365041065000,s255.901309672059
067_26,s4.559195364000,s1.566745114000,s75.822849353458
067_27,s0.000000000000,s2.047561597000,s255.901309672059
067_28,s0.785155004000,s2.249265646000,s75.822849353458
067_29,s0.943510090000,s2.047561597000,s255.901309672059
067_30,s1.728665094000,s2.249265646000,s75.822849353458
067_31,s1.887020180000,s2.047561597000,s255.901309672059
067_32,s2.672175184000,s2.249265646000,s75.822849353458
067_33,s2.830530270000,s2.047561597000,s255.901309672059
067_34,s3.615685274000,s2.249265646000,s75.822849353458
067_35,s3.774040360000,s2.047561597000,s255.901309672059
067_36,s4.559195364000,s2.249265646000,s75.822849353458
067_37,s0.000000000000,s2.730082129000,s255.901309672059
067_38,s0.785155004000,s2.931786178000,s75.822849353458
067_39,s0.943510090000,s2.730082129000,s255.901309672059
067_40,s1.728665094000,s2.931786178000,s75.822849353458
067_41,s1.887020180000,s2.730082129000,s255.901309672059
067_42,s2.672175184000,s2.931786178000,s75.822849353458
067_43,s2.830530270000,s2.730082129000,s255.901309672059
067_44,s3.615685274000,s2.931786178000,s75.822849353458
067_45,s3.774040360000,s2.730082129000,s255.901309672059
067_46,s4.559195364000,s2.931786178000,s75.822849353458
067_47,s0.000000000000,s3.412602661000,s255.901309672059
067_48,s0.785155004000,s3.614306711000,s75.822849353458
067_49,s0.943510090000,s3.412602661000,s255.901309672059
067_50,s1.728665094000,s3.614306711000,s75.822849353458
067_51,s1.887020180000,s3.412602661000,s255.901309672059
067_52,s2.672175184000,s3.614306711000,s75.822849353458
067_53,s2.830530270000,s3.412602661000,s255.901309672059
067_54,s3.615685274000,s3.614306711000,s75.822849353458
067_55,s3.774040360000,s3.412602661000,s255.901309672059
067_56,s4.559195364000,s3.614306711000,s75.822849353458
067_57,s0.000000000000,s4.095123194000,s255.901309672059
067_58,s0.785155004000,s4.296827243000,s75.822849353458
067_59,s0.943510090000,s4.095123194000,s255.901309672059
067_60,s1.728665094000,s4.296827243000,s75.822849353458
067_61,s1.887020180000,s4.095123194000,s255.901309672059
067_62,s2.672175184000,s4.296827243000,s75.822849353458
067_63,s2.830530270000,s4.095123194000,s255.901309672059
067_64,s3.615685274000,s4.296827243000,s75.822849353458
067_65,s3.774040360000,s4.095123194000,s255.901309672059
067_66,s4.559195364000,s4.296827243000,s75.822849353458
