id,x,y,deg
149_0,s4.418459291000,s0.065900379000,s111.707415300701
149_1,s4.670512989000,s0.000000000000,s291.749460188572
149_2,s5.586087539000,s0.065900379000,s111.707415300701
149_3,s5.838141237000,s0.000000000000,s291.749460188572
149_4,s6.753715786000,s0.065900379000,s111.707415300701
149_5,s0.000000000000,s0.538915057000,s291.749460188572
149_6,s0.915574549000,s0.604815436000,s111.707415300701
149_7,s1.167628247000,s0.538915057000,s291.749460188572
149_8,s2.083202797000,s0.604815436000,s111.707415300701
149_9,s2.335256495000,s0.538915057000,s291.749460188572
149_10,s3.250831044000,s0.604815436000,s111.707415300701
149_11,s3.502884742000,s0.538915057000,s291.749460188572
149_12,s4.418459291000,s0.604815436000,s111.707415300701
149_13,s4.670512989000,s0.538915057000,s291.749460188572
149_14,s5.586087539000,s0.604815436000,s111.707415300701
149_15,s5.838141237000,s0.538915057000,s291.749460188572
149_16,s6.753715786000,s0.604815436000,s111.707415300701
149_17,s0.000000000000,s1.077830113000,s291.749460188572
149_18,s0.915574549000,s1.143730493000,s111.707415300701
149_19,s1.167628247000,s1.077830113000,s291.749460188572
149_20,s2.083202797000,s1.143730493000,s111.707415300701
149_21,s2.335256495000,s1.077830113000,s291.749460188572
149_22,s3.250831044000,s1.143730493000,s111.707415300701
149_23,s3.502884742000,s1.077830113000,s291.749460188572
149_24,s4.418459291000,s1.143730493000,s111.707415300701
149_25,s4.670512989000,s1.077830113000,s291.749460188572
149_26,s5.586087539000,s1.143730493000,s111.707415300701
149_27,s5.838141237000,s1.077830113000,s291.749460188572
149_28,s6.753715786000,s1.143730493000,s111.707415300701
149_29,s0.000000000000,s1.616745170000,s291.749460188572
149_30,s0.915574549000,s1.682645550000,s111.707415300701
149_31,s1.167628247000,s1.616745170000,s291.749460188572
149_32,s2.083202797000,s1.682645550000,s111.707415300701
149_33,s2.335256495000,s1.616745170000,s291.749460188572
149_34,s3.250831044000,s1.682645550000,s111.707415300701
149_35,s3.502884742000,s1.616745170000,s291.749460188572
149_36,s4.418459291000,s1.682645550000,s111.707415300701
149_37,s4.670512989000,s1.616745170000,s291.749460188572
149_38,s5.586087539000,s1.682645550000,s111.707415300701
