id,x,y,deg
078_0,s1.025176255000,s0.000000000000,s279.224374734754
078_1,s1.879120603000,s0.403292856000,s99.266213521684
078_2,s2.050352511000,s0.000000000000,s279.224374734754
078_3,s2.904296858000,s0.403292856000,s99.266213521684
078_4,s3.075528766000,s0.000000000000,s279.224374734754
078_5,s3.929473114000,s0.403292856000,s99.266213521684
078_6,s4.100705021000,s0.000000000000,s279.224374734754
078_7,s4.954649369000,s0.403292856000,s99.266213521684
078_8,s0.000000000000,s0.612069389000,s279.224374734754
078_9,s0.853944348000,s1.015362245000,s99.266213521684
078_10,s1.025176255000,s0.612069389000,s279.224374734754
078_11,s1.879120603000,s1.015362245000,s99.266213521684
078_12,s2.050352511000,s0.612069389000,s279.224374734754
078_13,s2.904296858000,s1.015362245000,s99.266213521684
078_14,s3.075528766000,s0.612069389000,s279.224374734754
078_15,s3.929473114000,s1.015362245000,s99.266213521684
078_16,s4.100705021000,s0.612069389000,s279.224374734754
078_17,s4.954649369000,s1.015362245000,s99.266213521684
078_18,s0.000000000000,s1.224138779000,s279.224374734754
078_19,s0.853944348000,s1.627431634000,s99.266213521684
078_20,s1.025176255000,s1.224138779000,s279.224374734754
078_21,s1.879120603000,s1.627431634000,s99.266213521684
078_22,s2.050352511000,s1.224138779000,s279.224374734754
078_23,s2.904296858000,s1.627431634000,s99.266213521684
078_24,s3.075528766000,s1.224138779000,s279.224374734754
078_25,s3.929473114000,s1.627431634000,s99.266213521684
078_26,s4.100705021000,s1.224138779000,s279.224374734754
078_27,s4.954649369000,s1.627431634000,s99.266213521684
078_28,s0.000000000000,s1.836208168000,s279.224374734754
078_29,s0.853944348000,s2.239501024000,s99.266213521684
078_30,s1.025176255000,s1.836208168000,s279.224374734754
078_31,s1.879120603000,s2.239501024000,s99.266213521684
078_32,s2.050352511000,s1.836208168000,s279.224374734754
078_33,s2.904296858000,s2.239501024000,s99.266213521684
078_34,s3.075528766000,s1.836208168000,s279.224374734754
078_35,s3.929473114000,s2.239501024000,s99.266213521684
078_36,s4.100705021000,s1.836208168000,s279.224374734754
078_37,s4.954649369000,s2.239501024000,s99.266213521684
078_38,s0.000000000000,s2.448277557000,s279.224374734754
078_39,s0.853944348000,s2.851570413000,s99.266213521684
078_40,s1.025176255000,s2.448277557000,s279.224374734754
078_41,s1.879120603000,s2.851570413000,s99.266213521684
078_42,s2.050352511000,s2.448277557000,s279.224374734754
078_43,s2.904296858000,s2.851570413000,s99.266213521684
078_44,s3.075528766000,s2.448277557000,s279.224374734754
078_45,s3.929473114000,s2.851570413000,s99.266213521684
078_46,s4.100705021000,s2.448277557000,s279.224374734754
078_47,s4.954649369000,s2.851570413000,s99.266213521684
078_48,s0.000000000000,s3.060346947000,s279.224374734754
078_49,s0.853944348000,s3.463639802000,s99.266213521684
078_50,s1.025176255000,s3.060346947000,s279.224374734754
078_51,s1.879120603000,s3.463639802000,s99.266213521684
078_52,s2.050352511000,s3.060346947000,s279.224374734754
078_53,s2.904296858000,s3.463639802000,s99.266213521684
078_54,s3.075528766000,s3.060346947000,s279.224374734754
078_55,s3.929473114000,s3.463639802000,s99.266213521684
078_56,s4.100705021000,s3.060346947000,s279.224374734754
078_57,s4.954649369000,s3.463639802000,s99.266213521684
078_58,s0.000000000000,s3.672416336000,s279.224374734754
078_59,s0.853944348000,s4.075709192000,s99.266213521684
078_60,s1.025176255000,s3.672416336000,s279.224374734754
078_61,s1.879120603000,s4.075709192000,s99.266213521684
078_62,s2.050352511000,s3.672416336000,s279.224374734754
078_63,s2.904296858000,s4.075709192000,s99.266213521684
078_64,s3.075528766000,s3.672416336000,s279.224374734754
078_65,s3.929473114000,s4.075709192000,s99.266213521684
078_66,s4.100705021000,s3.672416336000,s279.224374734754
078_67,s4.954649369000,s4.075709192000,s99.266213521684
078_68,s0.000000000000,s4.284485725000,s279.224374734754
078_69,s0.853944348000,s4.687778581000,s99.266213521684
078_70,s1.025176255000,s4.284485725000,s279.224374734754
078_71,s1.879120603000,s4.687778581000,s99.266213521684
078_72,s2.050352511000,s4.284485725000,s279.224374734754
078_73,s2.904296858000,s4.687778581000,s99.266213521684
078_74,s3.075528766000,s4.284485725000,s279.224374734754
078_75,s3.929473114000,s4.687778581000,s99.266213521684
078_76,s4.100705021000,s4.284485725000,s279.224374734754
078_77,s4.954649369000,s4.687778581000,s99.266213521684
