id,x,y,deg
014_0,s1.653842626091,s1.413129371552,s78.863034505392
014_1,s0.328451877251,s2.156838990429,s516.741990261749
014_2,s1.129914778059,s0.756300816760,s21.954879435948
014_3,s1.926868784689,s1.704329784521,s326.626640428069
014_4,s2.050466618273,s1.369294995357,s204.021002537706
014_5,s0.571134002704,s1.750612366970,s-165.079495906783
014_6,s0.809269517984,s0.325648928377,s112.330086359501
014_7,s1.557322241971,s0.999208886920,s247.651328741824
014_8,s2.162108292552,s0.330451961241,s113.638911213333
014_9,s0.330790837042,s0.730808154252,s155.624625901775
014_10,s1.524833238396,s0.555169703411,s133.755768561390
014_11,s0.834465063841,s2.080853685425,s237.986641927812
014_12,s1.428490925682,s2.052476135569,s-68.199109607289
014_13,s0.217135576784,s1.260308557724,s234.739456798513
