id,x,y,deg
081_0,s1.589646019000,s-0.236995369000,s105.344478924183
081_1,s1.734913406000,s0.000000000000,s285.343797840240
081_2,s2.457102722000,s-0.236995369000,s105.344478924183
081_3,s2.602370108000,s0.000000000000,s285.343797840240
081_4,s3.324559424000,s-0.236995369000,s105.344478924183
081_5,s3.469826811000,s0.000000000000,s285.343797840240
081_6,s4.192016127000,s-0.236995369000,s105.344478924183
081_7,s4.337283514000,s0.000000000000,s285.343797840240
081_8,s5.059472830000,s-0.236995369000,s105.344478924183
081_9,s0.000000000000,s0.761725683000,s285.343797840240
081_10,s0.722189316000,s0.524730314000,s105.344478924183
081_11,s0.867456703000,s0.761725683000,s285.343797840240
081_12,s1.589646019000,s0.524730314000,s105.344478924183
081_13,s1.734913406000,s0.761725683000,s285.343797840240
081_14,s2.457102722000,s0.524730314000,s105.344478924183
081_15,s2.602370108000,s0.761725683000,s285.343797840240
081_16,s3.324559424000,s0.524730314000,s105.344478924183
081_17,s3.469826811000,s0.761725683000,s285.343797840240
081_18,s4.192016127000,s0.524730314000,s105.344478924183
081_19,s4.337283514000,s0.761725683000,s285.343797840240
081_20,s5.059472830000,s0.524730314000,s105.344478924183
081_21,s0.000000000000,s1.523451366000,s285.343797840240
081_22,s0.722189316000,s1.286455996000,s105.344478924183
081_23,s0.867456703000,s1.523451366000,s285.343797840240
081_24,s1.589646019000,s1.286455996000,s105.344478924183
081_25,s1.734913406000,s1.523451366000,s285.343797840240
081_26,s2.457102722000,s1.286455996000,s105.344478924183
081_27,s2.602370108000,s1.523451366000,s285.343797840240
081_28,s3.324559424000,s1.286455996000,s105.344478924183
081_29,s3.469826811000,s1.523451366000,s285.343797840240
081_30,s4.192016127000,s1.286455996000,s105.344478924183
081_31,s4.337283514000,s1.523451366000,s285.343797840240
081_32,s5.059472830000,s1.286455996000,s105.344478924183
081_33,s0.000000000000,s2.285177048000,s285.343797840240
081_34,s0.722189316000,s2.048181679000,s105.344478924183
081_35,s0.867456703000,s2.285177048000,s285.343797840240
081_36,s1.589646019000,s2.048181679000,s105.344478924183
081_37,s1.734913406000,s2.285177048000,s285.343797840240
081_38,s2.457102722000,s2.048181679000,s105.344478924183
081_39,s2.602370108000,s2.285177048000,s285.343797840240
081_40,s3.324559424000,s2.048181679000,s105.344478924183
081_41,s3.469826811000,s2.285177048000,s285.343797840240
081_42,s4.192016127000,s2.048181679000,s105.344478924183
081_43,s4.337283514000,s2.285177048000,s285.343797840240
081_44,s5.059472830000,s2.048181679000,s105.344478924183
081_45,s0.000000000000,s3.046902731000,s285.343797840240
081_46,s0.722189316000,s2.809907362000,s105.344478924183
081_47,s0.867456703000,s3.046902731000,s285.343797840240
081_48,s1.589646019000,s2.809907362000,s105.344478924183
081_49,s1.734913406000,s3.046902731000,s285.343797840240
081_50,s2.457102722000,s2.809907362000,s105.344478924183
081_51,s2.602370108000,s3.046902731000,s285.343797840240
081_52,s3.324559424000,s2.809907362000,s105.344478924183
081_53,s3.469826811000,s3.046902731000,s285.343797840240
081_54,s4.192016127000,s2.809907362000,s105.344478924183
081_55,s4.337283514000,s3.046902731000,s285.343797840240
081_56,s5.059472830000,s2.809907362000,s105.344478924183
081_57,s0.000000000000,s3.808628414000,s285.343797840240
081_58,s0.722189316000,s3.571633045000,s105.344478924183
081_59,s0.867456703000,s3.808628414000,s285.343797840240
081_60,s1.589646019000,s3.571633045000,s105.344478924183
081_61,s1.734913406000,s3.808628414000,s285.343797840240
081_62,s2.457102722000,s3.571633045000,s105.344478924183
081_63,s2.602370108000,s3.808628414000,s285.343797840240
081_64,s3.324559424000,s3.571633045000,s105.344478924183
081_65,s3.469826811000,s3.808628414000,s285.343797840240
081_66,s4.192016127000,s3.571633045000,s105.344478924183
081_67,s4.337283514000,s3.808628414000,s285.343797840240
081_68,s5.059472830000,s3.571633045000,s105.344478924183
081_69,s0.000000000000,s4.570354097000,s285.343797840240
081_70,s0.722189316000,s4.333358728000,s105.344478924183
081_71,s0.867456703000,s4.570354097000,s285.343797840240
081_72,s1.589646019000,s4.333358728000,s105.344478924183
081_73,s1.734913406000,s4.570354097000,s285.343797840240
081_74,s2.457102722000,s4.333358728000,s105.344478924183
081_75,s2.602370108000,s4.570354097000,s285.343797840240
081_76,s3.324559424000,s4.333358728000,s105.344478924183
081_77,s3.469826811000,s4.570354097000,s285.343797840240
081_78,s4.192016127000,s4.333358728000,s105.344478924183
081_79,s4.337283514000,s4.570354097000,s285.343797840240
081_80,s5.059472830000,s4.333358728000,s105.344478924183
